#word,meaning,option1,option2,option3
低估,underestimate,reasoning,to estimate,unexpectedly
不同,dissimilar,inequality,contend against,almost, nearly
不切实际,impracticality,impracticable,dramatic,be a speculator 
大豆,soy,cucumber,legumes,tomato
代表,representative,mark,to reflect,appear
导电率,conductivity,dynamo,tantrum,coagulate
主张变革,liberal,literal,liberty,libel
公然抨击,denounce,announce,renounce,denounce
侵犯,trespass,be more of a hindrance than a help,to conspire,denude
占有者,occupant,overseas Chinese,city resident,non-Chinese citizen of Chinese ancestry
单调乏味,monotonous,literally,rotten,rapacious
充满,abound,around,aground,about
抵抗,resistant,assistant,resistance,hesitant
娱乐,recreational,to play mahjong or cards,guess a riddle,to put on display
恶意,venom,vendor,venue,venal
边缘,edge,hedge,egg,budge
攻击性的,offensive,defensive,improper,cress
约束,constraint,constrain,constant,constrict
明确,definitely,faint,kept secret,vague
流出物,effluent,affluent,fluent,steam
根除,uproot,root,proof,uproar
永恒,eternal,external,ethereal,internal
镀锡铁皮,tinplate,inflate,magnet,galvanized iron
平均数,average,overawe,avenge,averse
正式,ceremonial,extra,ready made,unofficial
不省人事,unconscious,choke,paralysis,dizzy
不在,absence,essence,ambience,absent
富足,ample,apple,amble,imply
古巴人,Cuban,Jew,Singaporean person,ethnic Chinese person or people
高度,elevation,elevator,legation,elation
球的,spherical,square,new type,rectangle
面对,face,gale,fare,fake
使退隐,sequester,semester,befriend,pleasure
陶器,ware,wile,warp,gape
可查明的,detectable,flora,noes,appease
细看,scan,sear,jean,sign
织,twine,urine,wine,twin
有关,relevant,reliant,irrelevant,elegant
思家,homesick,palpable,dawdle,fumble
可靠,authentic,not exert oneself,foreign,not proper
水气,hydrosphere,roller,hook,cave
回顾,retrospective,chase,woo,to think of
标准（的）,standard,tankard,bauxite,odour
（武力）袭击,assault,assail,aqueous,flowery
地层（复数）,strata,wire,represent,hooky
内在,internal,infernal,integral,interval
倾斜,tilt,bill,stilt,melt
烤肉野餐,barbecue,pap,load,prolific
度假,vacation,location,vexation,valuation
交替,alternation,by one's own efforts,immediate,just a moment ago
精简,condense,converse,condenser,condone
怀孕,pregnant,pregnancy,poignant,pennant
往复,recurring,to emerge,discharge,sunrise
发动,spark,shank,spire,spank
加快,accelerate,consolidate,extension,to shift to an earlier date
拨款,funding,charge,render an account,to settle accounts
病毒,virus,versus,airbus,iris
弥漫,permeate,permeable,permute,short and small
不可缺少,indispensable,be on very intimate terms,unnecessary,it doesn't matter
波动,fluctuate,becoming more prosperous with each passing day,peace,flourishing
颠倒,upside-down,to place,be classified as,array
舞蹈编排,choreography,zap,telegraph,wrap
浪费,lavish,garish,slavish,ravish
分配,allocate,advocate,locate,book a whole theatre
筏,raft,soft,rake,want
大理石,marble,amble,maple,mumble
坏处,disadvantage,old and new,formidable,personal gain
首选,favored,to watch,perspective,outlook
基础,underlying,restrict at,underline,level
头骨,skull,scull,skunk,sully
咬,gnaw,snag,snow,snap
可疑,suspicious,suspicion,auspicious,freak
蝇粪留下的污点,flyspeck,score,insult,acquisition
委员会,committee,committee,CPPCC ,legislative assembly
伴随物,concomitant,merciful,frustrate,reexport
手提箱,suitcase,nutcase,bin,ashtray
微波（炉）,microwave,round,Korea,brow
切割,incise,incisive,invite,incense
拖鞋,slipper,skipper,shipper,slippery
公正,impartial,imperial,partial,martial
令人厌烦,boring,ideology,landscape,exeunt
摩天大楼,skyscraper,bungalow,house,palace
(尤指颜色或外表)相配的,matching,synchronous,take the same action or view without prior consultation,to be united in action
统治,reign,weigh,resign,deign
被感动的,touched,humour,downhill,senile
图画,drawing,illustration,judo,qigong, a system of deep breathing exercises
潜在,potential,lawful,illegal,dubious
沉思,pensive,expensive,passive,pension
用锄耕地,hoe,more,cop,of
(见到生人)局促不安地,awkwardly,not unwise,slow ,agile
睡眠,slumber,lumber,plumber,climber
（使）困惑,puzzle,nuzzle,guzzle,muzzle
并发症,complication,plague,incurable disease,internal  injury 
碰撞,collide,college,collate,confide
当局,administration,freckle,rash,organ
离岸,offshore,contraband,lasso,archaism
效力,effectiveness,be faced with,clasp Buddha's feet - profess devotion only when in trouble,to attempt
精确,precision,provision,revision,decision
生动,vivid,avid,livid,vigil
减少,decrease,decease,decree,crease
丢弃,discard,discord,disarm,disband
附着（力）,cohesion,gravity,vigor of style in litery composition,pressure
悲惨,miserable,tension,hanging by a thread,neatly
翻新,restoration,improve,restore,worsen
故事,protagonist,significance,idea,tale
放牧,ranching,to rear,nurture,catch fish
雾,fog,fop,frog,hog
提出,propose,promise,promote,provoke
身份,identity,density,identify,entity
发现,uncover,unmoved,cover,recover
无比,matchless,completely,endure,to the greatest extent
立即,immediately,as quickly as possible,half,as
潜水者,diver,river,cider,dive
惊愕,amazement,amusement,fascinate,withdraw
范畴,category,surplus,palm,to be apart
活力论者,vitalist,bureau,pioneer,futurity
营养品,nourishment,heroin,pest,vitamin
（较）低,inferior,interior,anterior,inferno
完全,thorough,through,though,trough
重视,attention,retention,attentive,abstention
出口,exit,exert,whit,edit
足够,sufficient,efficient,dynamic equilibrium,to squander
家里,domestic,pedant,husband,husband or wife
请愿,petition,edition,sedition,partition
巧合,coincident,contradict,unrealistic,opposite
恶心,sick,suck,back,rich
养猎鹰者,falconer,cur,Muslim,seismic
先锋,avant-garde,the Eighth Route Army,People's Liberation Army,the Northern Expeditionary Army
有益,instructive,to surpass,dominate,impassable
墨镜,sunglasses,telescope,prism,concave lens
海岸,seashore,semaphore,ashore,hidden shoal
义务,obligation,oblation,appropriate,portable
有义务的,bound,dampen,rich,inflation
不适,discomfort,discomfit,dying,to fall ill
小水洼,puddle,clerk,hide,broadcast
使结晶化,crystallize,solicitor,fang,fetch
纯净,purified,simple,overlapping,be a speculator 
饲养,feed,feel,teem,deed
平或罐装,potted,exude,forehand,fatigue
种类,sort,snort,nor,sport
礼仪,etiquette,opening ceremony,burial,Islam
诊断,diagnose,diagnosis,cut and polish,carving
感觉,sensation,cessation,carry on a preliminary round of exploratory  discussions,preside over
从前,formerly,since birth,formerly,at the present stage
雅致,elegant,elephant,element,relevant
庄严,stately,strategy,steely,state
海豚,dolphin,whale,hippopotamus,alligator
赞美,complimentary,against ones will or feelings,to violate ,to break the rules
可识别的,discernible,bomber,accustom,nylon
分割,intersected,complex,compound,assign
使（某人情绪）平静,soothe,booth,soot,sloth
复杂（性）,complexity,complicity,complexion,audible
损害,impair,impact,impart,repair
显赫,eminent,eminence,evident,imminent
接缝,seam,heap,slam,sneak
（肌肉等）不结实的,flabby,flay,flashy,lobby
骨架,framework,shell,rack,rim
命运注定,destine,despise,destined,desire
狂乱,frenetic,genetic,frantic,ravaged by successive wars
无法摆脱,inextricably,hierarchy,receipt,scarcely
披甲,armored,pajamas,winter clothes,raincoat
毛织品的,woolen,loosen,wool,whole
坚定,firm,girl,fist,fiat
立法,legislate,legislator,roll call,set up
淤泥,silt,topsoil,frozen earth,ooze
缩图,miniature,prolong,soak,additional
最外面的,outermost,verve,sample,crime
批发,wholesale,wholesome,retail,auction
宽松,loose,gorse,lease,lodge
放置,deposit,deport,depositor,depot
味,flavor,flagon,favor,slaver
单独,exclusive,excessive,elusive,exclusion
最小化,minimize,maximize,breakneck,roughcast
素食者,vegetarian,vegetation,region,schoolboy
不能撤回,irreversible,paternity,popularity,skeptical
使过敏,irritate,usher,sink,wealth
使分散,scatter,spatter,shatter,tatter
外部,exterior,ulterior,interior,anterior
周围环境,ambience,audience,absence,prerequisite
代理人,attorney,assistant director,testimony,peace maker
交易,transaction,volume of trade ,import,foreign trade
助手,assistant,resistant,assistance,member
连接,connection,confection,convection,conviction
民间传说,folklore,piece,gentleman,unctuous
侦察员,scout,scour,snout,short
要塞,fortress,barren land,cemetery,the Forest of Steles 
伙伴,associate,dissociate,together,private
经济学,economics,economic,economize,economist
辐射,radiate,irradiate,radiant,radiator
征兵,recruit,recount,to betray,to rebel
生存,survival,surgical,survivor,survive
莴苣,lettuce,lecture,tomato,carrot
个别指导,tutorial,die,farm,purser
电压,voltage,montage,voyage,cottage
奇迹,miraculous,life insurance,simply  not,suddenly
逻辑,logic,toxic,comic,login
生涯,career,carrier,caress,cater
随意,indiscriminately,intentionally,special-purpose trip,energetic
乐队指挥,bandleader,clamp,inform,stalactite
旋转,rotation,notation,relation,ration
矩形,rectangular,stand like a wall,circumference,hollow
泥瓦匠,mason,aeon,bacon,baton
绿玉,aquamarine,calculate,evacuate,moose
使惊异,astound,admonition,heifer,prismatic
盒式磁带,cassette,lone,range,electronic
室,chamber,camber,chatter,clamber
沉迷于酒色的,dissipated,firm,make light of difficulties and dangers,be law-abiding
波动曲线记录仪,kymograph,telegraphy,chauvinism,detail
赞美,extol,expel,extort,enrol
神秘,mysterious,indistinct,kept secret,nondescript
动人,engaging,hateful,extensive,be unpopular
祝贺,congratulation,celebrate,deal with,blessings
果冻,jelly,belly,telly,holly
制图,chart,hat,chafe,sharp
有事业心,enterprising,imaginable,kilogram,scalpel
消费者,customer,customary,custom,spectators
善于言辞,articulate,merino,capacious,usage
乡村,rustic,Hague,Jing De Zhen ,Caracas
旅行,voyage,visage,homage,forage
促进,facilitation,accord,in addition,to restrict
表示,signify,dignify,magnify,dignity
古董,antique,unique,alluring woman,artillery
干旱,drought,trough,fraught,draughty
延长,extension,tension,expansion,extensive
依靠的人或物,reliance,defiance,reliant,reliable
无比,unparalleled,exceeding,many,a hundred times
方便,convenient,insurmountable,to surpass,disadvantageous
引人注目,dramatically,broadly ,lawful,useful
探险家,explorer,explore,explode,employer
动力,dynamic,dynamics,dynamite,dynamism
消化不良,indigestion,clause,tatter,increment
使相互关联,correlate,corrugate,nuts,baronet
邮资,postage,stage,posture,portage
歌词,lyric,lurid,cleric,logic
亲密,intimate,inmate,indicate,ultimate
入侵者,intruder,cheater,army ruffian,hacker 
装饰,ornamental,ornament,brew,put
光球,photosphere,turbojet,imaginable,holy
可诱导的,inducible,pliers,foreground,chime
（除水之外的）饮料,beverage,leverage,average,coverage
变更,alteration,iteration,liquefy,sentimental
善于表达,eloquent,eloquence,dime,stride
宗教剧,oratorio,goat,donation,conquest
无前途的,unpromising,prescribe,hour,berry
错综复杂的事件,labyrinth,indigent,eyeball,simplicity
扩张,expansion,extension,expulsion,expansive
抗议,protest,profess,protect,process
灰熊,grizzlybear,ruin,hepatitis,injure
大陆,continental,basin,south pole,latitude
不能挽回,irreparable,challenge,eschew,irrigate
最高点,peak,leak,pink,punk
独奏曲,solo,folk,sod,wolf
亲爱,affectionate,essential,keep sb at arm's length,to astonish
应付款,dues,chronic,stalactite,ossify
受过教育,educated,paddy,shoemaker,version
偷窃,theft,heat,theme,threat
陈词滥调,platitudinous,unalterable truth,expression of  opinion,soliloquy
宠物,pet,pot,vet,pat
相交,intersect,intellect,interject,intercept
呼气,expire,empire,umpire,expert
在水下的,underwater,walk,rostrum,imply
南瓜,squash,slash,squall,squat
装甲,armor,burial clothes,raincoat,Chinese tunic suit
联合,combine,commune,cocaine,combing
预言性的,predictive,overwork,fume,gipsy
选择单,menu,mead,mine,omen
腹地,hinterland,battlefield,frontier fortress,frontier
章鱼,octopus,flounder,eel,shark
奋发,strenuously,uncommunicative,aroused to indignation,stun
哺乳动物,mammal,mamma,madman,manual
支出,expenditure,contribute,pay an overdue tax,pay
爱国者,patriot,parrot,patrol,patron
钱袋,pocketbook,pocket,cap,scabbard
奇异的事物,marvel,cartel,carve,marten
逃过,skip,soil,skim,ship
有光泽的,shiny,flash,scattering,roar
肆无忌惮,unscrupulously,to fake,cause trouble,imaginary
竞争,competition,to talk over,competition,scold
运动员,athlete,athletic,seed,wing forward
散文,prose,rose,prosy,proxy
聚集体,aggregate,segregate,aggravate,crayon
调查,investigate,investigate,detective,to prohibit
环境,circumstance,atmosphere,way of life,dreamland
禁止,prohibit,visa,obtain permission,poll
每年,annual,annular,animal,annul
打扰,disturb,distort,troublesome,may I ask...
荒凉,barrenness,noisy and confused,to crowd,calm
继承物,heritage,hesitate,herbage,heritable
形式化的,formalized,peddle,cad,mechanic
调味品,seasoning,skin of soya-bean milk,octagonal,bean curd
相反,unfavorable,where,so,also
迷人,fascinating,moving,frightful,plentiful
公平,justice,justify,injustice,juice
最重要的,foremost,forecast,forest,instruct
自给自足,self-sufficient,to be independent,vegetarian food,drifter
虚构,fictional,to display,set up a stall,faking a modern object as an ancient one
下,underground,nurse,motorcar,taxi
分别,respectively,to have to,personally,in parallel development, implementation, etc]
偶尔,occasionally,unexpectedly,definitely,maybe
谈及,comment,commend,commence,foment
使镇定,calm,calf,bald,balm
主要,prime,prize,crimp,prima
遗产,bequest,bequeath,request,quest
革命,revolutionary,not worthwhile,if,revolt
踩踏,trample,grapple,tremble,bramble
圆的,circular,circulate,gravitate,muzzy
敏感,sensitivity,flexibility,ignorant,muddled
阳光,sunshine,sunshade,incandescence,moonlight
坚持不懈,persistence,direct,to feel,guessing
