#word,meaning,option1,option2,option3
重新点燃,rekindle,saucer,jerk,emancipate
谄媚者,toady,steady,moody,wordy
钻,drill,frill,trill,spill
高谈阔论,declaim,reclaim,declare,disclaim
卑微,humble,rumble,fumble,jumble
鲜艳,floridness,variegated,balmy,nitrogen
奢侈,extravagance,haul,in charge of,negligence
喜欢出风头的人,exhibitionist,dimension,query,stringent
没有元气,sapless,received,assassin,mulish
轻浮,facetious,fractious,in reality,refined and courteous
小的硬粒,grain,granny,rein,vain
欢乐,gaiety,to bow,jubilation,prostrate oneself
欢乐,conviviality,kneel,to the satisfaction of everyone,kowtow
有争议的,disputable,incite,tenet,allure
气味,scent,sweat,scant,scenic
虚度光阴,dalliance,alliance,seek,propose marriage
不屈,hardbitten,cowardice,not go beyond one's bounds,frail
小缺点,foible,forcible,wobble,hobble
(衣服、头发等)弄湿的,bedraggled,comrade,radius,effectual
涉水,ford,pore,fry,food
小行星,asteroid,aneroid,the Big Dipper,planet
臼齿,molar,moat,dollar,solar
钳子,clamp,cramp,clang,arclamp
水晶石,rhinestone,mediate,backside,ownership
严酷,harshly,narrow,fervent,democracy
古怪,whimsy,whisky,flimsy,whim
近地点,perigee,lading,disembark,peak
伸屈自如,supple,duple,supply,dapple
填塞,cram,coal,char,ram
复活,resurge,a bloody nose and a swollen face,to tickle,ache
充满激情,passionate,stupendous,border,saute
简介,blurb,cite,punctuation,grade
倔强,restiveness,tame,hopeful,filial piety
继承,inherit,inhibit,inherent,inert
颂扬,bless,dress,less,press
伪善者,hypocrite,hypocrisy,the Northern Warlords ,alluring woman
狂热分子,zealot,zeal,teapot,zealous
清澈,limpid,limp,limit,timid
婚姻,connubial,grudge,dangerous,urgent priority
使重新充满活力,revitalize,revision,delicious,violet
深思熟虑,reflective,to wrack one's brains,thanksgiving,conceive
未损坏的,unspoiled,glaze,sawmill,opinion
刨花,shavings,azalea,lily,wood shavings
不可避免,inevitable,make sure,to pledge,once more
(用肘)轻触,nudge,drudge,hedge,judge
轻率,rashness,careless,prudent,tactful
质地,texture,denture,torture,fixture
非常精确,pinpoint,soot,Muslim,halfway
描绘,characterization,write down,to inspire,assert
吝啬,begrudge,grudge,strict,progress
街沟,gutter,utter,cutter,mutter
堕落,perversion,issue for enforcement,constructive,make more widespread
法庭,tribunal,tribune,police,munitions or ordnance factory
没有决断力的,shiftless,collapse,keep silent about major charges while admitting minor ones,to bear
大酒杯,chalice,taint,panties,pant
难取悦的,fastidious,to make fun of,embarrass,resort to
不一致的,discordant,quit,knoll,stimulate
证明无效,invalidate,validate,masterly,dense
劳碌的人,drudge,trudge,dredge,dredger
(话语等)适当的,felicitous,delicious,solicitous,inadvisable
高度吸收,bibulous,noonday,cactus,festivity
轻便,portable,notable,parable,portage
演出时的丑角,buffoon,blockhead,piecemeal,navigation
不诚实的,crooked,only,mantis,weir
不畏惧的,unabashed,task,speechless,adept
使不满意,disgruntle,bankrupt,glorify,levy
使吃惊,startle,tattle,startup,stale
奢侈,extravagant,off and on,saving,diligent
旋转,rotate,rotten,probate,rebate
偷看,peek,peer,keel,peak
活动过强,hyperactivity,reside,snooper,tempt
寓言,parable,eatable,arable,payable
流口水,slaver,clever,slake,save
废墟,debris,ferris,debit,waterfall
海峡,strait,start,strain,trait
使某人确信,convince,convict,continue,confine
宠爱,cosset,patriotic,fondle admiringly,worth hearing a hundred times
服从,compliant,compliance,compliment,complaint
与众不同的特征,characteristic,suspense,vitamin,gallantry
一般认为,reputed,bronze,denial,migrant
业余爱好,amateurish,doldrums,punish,attic
纪念(伟人,commemorate,spray,arsehole,beseech
使就职,install,instant,stall,instil
难以抗拒的冲动,compulsion,compassion,taxation,nutation
母猪,sow,fox,pod,snow
有害,noxious,anxious,obnoxious,odious
法令,edict,evict,dirt,diet
精明仔细,canny,nanny,caddy,bandy
把...装饰得华丽而俗气,bedizen,breadline,lugubrious,tidings
平台型铁路货车,flatcar,dampen,sartorial,valiant
山核桃,pecan,almond tree,peach,coconut
和蔼,affable,amiable,arable,fable
暂停,suspended,weaning,power failure,adjourn
押韵,rhyme,rhymed,chime,shame
过分暴露,overexposure,just,coalition,crank
不凡的能力,prowess,press,profess,process
逗某人笑,amuse,accuse,muse,abuse
彬彬有礼,civility,divinity,civilian,civilize
测量,metrical,metric,ethical,medical
极小,minuscule,pittance,bottleneck,preference
湿透,drenched,airtight,cool and refreshing,shady
无可匹敌,peerless,oblation,gibe,deface
永恒,perpetuity,perpetuate,nimble,active
(使)完全干涸,desiccate,dedicate,desiccant,delicate
注定,predestine,to set off,directional,oppose
饼屑,crumb,grub,curb,rum
预测,forecast,foremost,recast,forest
宪法,constitution,contract,criminal,peace treaty
出类拔萃,preeminent,prominent,not good at,unrivalled
专门研究,specialize,socialize,speciality,specialist
沮丧,dejection,pleased with oneself,to lose hope,fly into a rage
丢脸,scandalous,unemployment,proud of oneself,fail
好衣服,attire,tire,attic,astir
伴随,accompany,company,to violate an agreement,to welcome
细查,canvass,carcass,canvas,commonly
倒退,backset,stride forward with one's chin up,construction,corruption
确认,verification,to deny,to deny ,criticism
锯屑,sawdust,ocular,collusion,inning
徒步旅行,hike,hi,high,haze
使某事复杂化,complicate,implicate,complicity,mingle
关闭,closure,close,cynosure,censure
不连贯的,disconnected,become,conveyor,depravity
咯咯笑,giggle,goggle,jiggle,mingle
(女人)体态苗条的,svelte,swelter,stele,shelter
肮脏,seamy,steam,steamy,same
星状,astral,passable,whip,mohair
喜剧演员,comic,colic,comb,comma
万灵药,panacea,palace,province,purity
杂乱,disjointed,nasty,convenient,tidy
清洗,cleanse,crease,cease,cleave
激怒,chafe,chaff,chase,cease
恭敬,reverent,reverend,reverence,revert
不动,quiescent,manage  with difficulty,machine,agile
控诉,indict,indent,edict,induce
合作,cooperation,to attempt,clasp Buddha's feet - profess devotion only when in trouble,fully displaying one's capabilities
青霉素,penicillin,fantastic,tyro,embankment
同时发生,simultaneous,inflation,falcon,opal
(使)烦躁,fret,frog,wet,flee
调色板,palette,palate,epaulette,gazette
管子工,plumber,climber,plumb,plunder
荒诞不经,chimerical,chase the wind and clutch at shadows - make groundless accusations,uncertain,distinctly
双重,duplicitous,be about to ,in the end,inevitably
冷淡,aloof,loaf,hoof,alone
连锁,interlocking,oblivion,having nothing to do ,involve
不同,disparity,dispirit,except slight differences,not much to choose between the two
(观点等)强硬的,pronounced,secretly,vague,to cause
周期,periodic,periodical,period,term of office
真的,genuine,equine,engine,practice
轻蔑,scorn,sore,corn,swoon
肠胃气胀,flatulence,precaution,girlfriend,nerve
无意,involuntary,conscious,precisely,to be forced to
停止偿付,moratorium,scandalous,handlebar,salvage
缓和,alleviate,grasp,poison,transfer
谷仓,barn,barb,blare,baton
灾难性的,catastrophic,altogether,jollify,movie
压坏,crush,cruise,crust,crash
隐语,argot,carrot,agog,argue
未受过训练的,undisciplined,bleary,rally,weapon
离题,divagate,strange,heritable,imprison
极坏,execrable,execrate,trampoline,umbrage
消除...的疲劳,refresh,fresh,regress,afresh
态度暧昧,noncommittal,crystal,prognosis,of
奉为神,deify,defy,deity,beefy
挫败,crestfallen,slump,annihilated,close
堕落,corruption,correction,cause to develop,to pursue 
民众,populace,populate,popular,copulate
商业,commerce,coerce,commence,compere
严肃,seriousness,oversensitive,filthy,tidy
(附属于教堂或监狱等的)小教堂,chapel,Japan,emergent,stern
招惹,incur,cur,inch,recur
挖洞,burrow,barrow,furrow,borrow
给...淡淡地着色,tint,emergency,plane,freakish
非常热心,perfervid,Sunday,cello,lodger
挑毛病,cavil,ravel,devil,canal
(食物)易坏的,perishable,windmill,flashy,boar
徘徊,loiter,longer,sorter,outer
残暴,atrocity,ferocity,genuine,kind
(动作、生活的)步调,tempo,temper,tempt,memo
定量,quantum,one time,capacity,plural
可以理解,scrutable,outgrowth,acuity,poignant
孤独,solitude,solicitude,sweetness,lonely
好管闲事的人,busybody,filmy,hometown,gadget
肝炎,hepatitis,gastritis,diphtheria,albinism
固有,inherent,adherent,incoherent,interest
牢固,stable,viable,enable,staple
行人,pedestrian,passenger,tongue,tourist
肮脏,dingy,dinghy,ditty,wing
稳重,staid,serious,careful,impetuous
疾驰,gallop,alloy,gallon,allow
羊齿植物,fern,essential ,supply,animals and plants
全神贯注于,engross,egress,gross,author
(尤指思想或感官)敏锐,acuity,amity,fruity,acidity
镶木地板艺术或图案,parquetry,kind,desk,abstain
人为,factitious,accuracy,crude,gruff
作伪证,perjure,perfume,perjury,aperture
陡峭,precipitous,depressed,four-way,oblate
谜,enigma,stigma,precision,disapprove
赶上并超过,overtake,overture,overstate,overrate
静止,quiescence,manage  with difficulty,vivacious,counter
敬礼,reverence,reference,reverend,deference
大众,multitude,altitude,per person,people
(孩子)断奶,wean,weal,weep,yeah
中子,neutron,neutral,atom,electronic
顺从,deferential,to violate ,against ones will or feelings,offend
视情况或条件而定的,contingent,cotangent,continent,degree
香草,vanilla,herb,field mint,grass
食物,sustenance,fodder,smoke and fire,vegetables
阁楼,attic,attire,antics,arctic
(鱼等)卵子,spawn,fortuitous,waver,arrange
和别人隔离,seclude,delude,secede,include
易感性,susceptibility,wane,trade,promotor
仪式隆重,ceremonious,amateurish,nativity,flout
暴行,outrage,courage,outface,shortcomings
肖像画,portrait,portray,print,set of  hanging scrolls
芳香,bouquet,banquet,variegated,insipid
(煮汤用的)大锅,caldron,frostbite,purity,outstrip
过分守礼,prudery,tender,synthetic,anomalous
后悔,rueful,take no notice of,regardless of,pay attention to
长矛,lance,face,fence,glance
内省,introspection,look cold and indifferent,not resigned to,voluntary
食肉动物,carnivore,bush,tease,coat
厌食症,anorexia,arteriosclerosis,hepatitis,albinism
旁听,audit,audio,bandit,unit
爱好探察洞穴的人,spelunker,lymph,overstrung,dribble
仁慈,charitable,sinister,mean and ferocious,one 
最低,nethermost,extend as long as,ounce,low and small
要求,postulate,postdate,populate,to look for
刺猬,hedgehog,tapir,porcupine,beast
不幸,adversity,diversity,adversary,out of the frying pan into the fire
反对,buck,funk,much,beck
未留遗嘱,intestate,intestine,testate,integrate
斗篷,poncho,cap,crown,royal crown
半瓶醋,dilettante,myopia,arise from the dead,useless
(音乐)断音的,staccato,fruity,war,Eire
水獭,otter,over,foster,outer
拍翅,flutter,flatter,glitter,fetter
恭顺,submissive,submission,generous,regard superciliously
国家的税收收入,revenue,revenge,reverie,venue
未经证实,unsubstantiated,organic,illness,exhilarate
贿赂,bribe,tribe,rib,babe
打谷,thresh,thread,fresh,thrash
吊,suspend,suspect,suspense,upend
儿女,offspring,baby,daughter-in-law,only child
昏聩,dote,hotel,vote,mote
声称拥有的权力,claim,clam,flair,chasm
(使)减速,decelerate,taboo,hark,insistent
狡猾,slippery,shipper,slipper,skipper
(日、月等)晕,halo,hall,hale,have
挽回(错误),retrieve,relieve,reprieve,repentance
圆帽,bonnet,connect,bone,banner
讲坛,podium,platform,counter,your
显要人物,mogul,agile,mud,angelic
和弦,chord,cork,hold,cod
共生(关系),symbiosis,unscrew,vouchsafe,wood
愤怒,ire,sullen,to take one's anger out on sb ,concern
统治者,potentate,despot,director,contractor
轻率的(地),headlong,headline,headland,riotous
军火,munitions,conventional weapon,biological weapon,whip
使湿透,drench,French,trench,blench
很快,fast,fact,vase,mast
使陷于危险中,imperil,imperial,peril,impel
凭正当理由的,warranted,pheasant,salver,insulator
深奥,profundity,issue,mystery,very difficult 
防波堤,bulwark,a low stone wall built along the water's edge to protect an embankment,channels,name of a place, Gezhouba Dam on the Changjiang River, in Sichuan
借口,pretence,presence,pretend,prudence
双重,dual,dull,duck,deal
市,municipality,what,dissemble,grind
没骨气的,spineless,sinless,dare not go one step beyond the prescribed limit,steady
大炮,ordnance,ordinance,ammunition,a gun salute
现象学(对现象的哲学研究),phenomenology,cohabit,prosperous,inflexible
护城河,fosse,East China Sea,the Baltic Sea,brook
恶作剧,prank,pane,trunk,drink
(脸色)变苍白的,blanch,branch,blank,latch
大胆,audacity,awkward,silly,overbearing
崩溃,debacle,not do one's best,fall through and stand exposed,success
抵押贷款,mortgage,mortgagee,mortgager,portage
要求,requisition,anxious,woo,to seek
难以察觉,unobservable,provident,sorter,armistice
神圣,sacred,barred,sachet,screw
有限制的,qualified,canvass,pill,braid
和风,zephyr,ice raft,gale,ice crystals
谨慎,reserve,deserve,preserve,reverie
推荐,recommend,commend,to represent,recommend 
外科手术刀,scalpel,scamper,scale,scalp
(病)间歇性的,remittent,scorch,excess,mortgage
力劝,exhort,export,extort,exert
(女人的)化妆室,boudoir,laboratory,darkroom,library
预示,foreshadow,seem,to lie in,it could even be said
盲从,sequacious,respect ,obey ,to break the rules
倒退,retrogress,constructive,to implement,progress step by step
遵循,comply,comely,company,copy
说笑,jest,zest,jerk,guest
不安全的,insecure,insure,secure,resemble
陈词滥调,platitude,latitude,altitude,gratitude
名义上的,nominal,comical,seminal,nominate
纪念性的,memorial,memorize,immemorial,negative
可见,ocular,jocular,popular,secular
不成比例,incommensurate,seam,masseuse,pub
暗示,inkling,inning,incline,to express
埋葬,inter,tawny,giveaway,rigour
自负,vainglorious,fixing of farm output quotas for each household,undertake the whole thing,responsible
唠叨,garrulous,tell ,to communicate,to make irresponsible remarks
不惊慌的,unflappable,not let somebody down,workable,name of a collection of short stories, Pang Huang, "Wandering About", by Lu3 Xun4 鲁迅
初生儿,neonate,remember,responsive,ascendant
北极,arctic,lactic,hectic,archaic
小湾,creek,reek,cheek,clerk
为...复仇,avenge,average,avenue,averse
炫耀,showy,smoky,howl,snowy
鉴赏家,connoisseur,geologist,writer,veteran
讽刺,sarcasm,carcass,written polemics,smear
有同情心,compassionate,privacy,whine,overstep
篡改,falsification,wrongdoing,to picket,to make right
同意给予,grant,grab,grand,rank
讨论会,conference,inference,confidence,confluence
不爱抛头露面的,self-effacing,thimble,shrine,lineman
慌张,flustered,willing to help but unable to do so,smooth and steady,prove oneself to be
不可剥夺,inalienable,humane,depression,conclave
把...浸入水中,douse,unawares,arrogant,orphan
传染,contagious,contagion,contiguous,attractive
废除,rescind,resound,resin,respond
契约,indenture,denture,contract,profile
爬虫类的,reptilian,cremate,clean,vermin
木匠,carpenter,carpentry,mason,labor
