#word,meaning,option1,option2,option3
rekindle,重新点燃,春天,集会场所,社团
contemplate,深思,回忆,怀念,记住
excoriate,撕去皮,脚步(声),决定性的,向..提供
consume,消费,白费,损耗,转帐
dose,剂量,指数,贸易额,次数
perimeter,周长,强度,灵敏度,力度
collar,衣领,棉袄,内裤,袖子
asylum,避难所,电影院,戏院,病院
culmination,顶点,界限,半边,八度
quaff,畅饮,舔,吮吸,喝
filth,肮脏,神经过敏,俨然,缓解
kernel,果仁,槟子,秕子,家畜
voluminous,多产,损失,小题大做,一举两得
indignity,侮辱,践踏,欺凌,孤立
overstate,夸张,自夸,解答,吹牛
chore,家务琐事,(镶有宝石的)装饰品,捐赠,（人脑器官等的）正常活动
acquisitive,贪得,非常贵重,状态,无论什么情况下(在哪里、到什么地方)
superiority,优越(感),垃圾箱,使困惑,可耻的人或物
rustle,(使某物)发出轻而爽的声音,包含,地(面)下的,饥饿
consanguinity,血亲,御,国立,附加
convulse,使震动,退避,恐怖,懂事
belligerent,挑衅,编造,闹事,伪托
teetotaler,禁酒者,索,开始,悲哀
long-standing,耐久,韧性,酥,板结
vulpine,狐狸,猴子,白熊,猿猴
kindred,同类,豆科,初级,变种
ramble,漫步,散步,步行,蹑
abysmal,极深,表演,野营,操作员
nucleate,有核,间距,费,论文
elope,私奔,跟随,逃之夭夭,出走
emancipate,解放,推翻,内乱,决斗
pan,平底锅,茶壶,壶,毛线
conspire,阴谋,计划,筹措,计算
ceramics,陶器,水槽,多媒体,雷达
hitherto,到目前为止,是否,体力劳动者,现金
distortion,变形,转向,更换,驱散
gander,闲逛,探险,恋爱,兜风
onus,义务,难以,便利,手提
scripture,经文,文献,经典,说明
chandelier,枝形吊灯(烛台),伟大,训练,特别
nonviscous,无粘性的,可能,博物馆,木柴
illegible,难读,紧接,案例,新颖
ascendant,上升,提高,攀升,涨潮
crease,折缝,笔迹,条纹,行踪
prehensile,能抓物的,教育学,使全速行进,保卫
squalid,污秽,卫生,失调,一触即发
velocity,迅速,附近,初,疾驰
supplant,排挤,孤立,危害,毒死
avow,承认,否认,抨击,推翻
reportorial,记者,兽医,编审,艺人
stethoscope,听诊器,仓促,染料,列车员
expressly,特意,存心,尽力,从来不
descendant,后代,伯父,同辈,密友
component,成分,氨基,补语,命脉
axiomatic,不需证明,旅客,证明,设置
atonal,(音乐)无调的,贫瘠,多的,无价值的
awry,扭曲,回旋,转身,滚动
bid,命令,责成,宣传,垄断
spite,怨恨,哀怨,引咎,憎恶
despise,鄙视,视而不见,小心,保重
long-term,长期,半天,短暂,永远
peck,轻啄,七十(个,归于,给予
ethos,团体或民族)道德风貌,学会,奉献,鼓励
temporize,拖延,期满,迟误,落实
deference,敬意,抱屈,痛恨,引咎
range,排列,列为,张灯结彩,分布
eucalyptus,桉树,甜菜,白苏,甘蔗
originality,创造性,技术性,适应性,地区性
dispense,分配,兑付,按需分配,包场
discriminatory,歧视的,卡,(坐姿时)腿部,自愿
conservation,保存,寻机,存储,找到
disgust,反感,酸痛,恶心,感性
empower,授权给某人采取行动,富于幽默感的,十五分钟,目前
lustre,光亮,动听,细小,耀眼
despotic,专横,红色,独裁,不平
hypnosis,催眠状态,剩余,经,向后
opponent,对手,街坊,同伴,亲信
control,控制,压制,不可逾越,方便
pedagogue,教师,教练,夫子,陪审团
ambivalent,(对人或物)有矛盾看法的,下雨,小盒,塞满
otiose,不必要的,动态平衡,亏损,现存
sanitary,卫生,整齐,污染,严正
celebrated,有名,不见经传,不朽,吃不开
sporadic,不定时发生的,不像…,(中、小学的)男学生,午后茶点
jeopardize,危及,甜美,治安,危殆
purvey,(大量)供给,需要,容易,针锋相对
cynical,愤世嫉俗,引咎,抱怨,抱恨
foyer,门厅,休息室,蜂房,编辑室
malodorous,有臭味的,首次,难题,采集
emergence,出现,涌现,层出不穷,含水
tamper,损害,方便,不利,防止
buoy,救生圈,雷达,反应堆,充电器
defile,弄污,脑力,块,使屈从
frailty,脆弱,英勇,大刀阔斧,刚强
evolve,使逐渐形成,振兴,落,渐进
sarcastic,讽刺,丑化,争议,称赞
trend,趋势,病势,多头,劣势
glade,林中的空地,(使)紧张,照亮,(使)担心
ephemeral,朝生暮死,醉酒,大王,有智慧的
eviscerate,取出肠及内脏,鱿鱼,客气,紧握
salvation,得救,胜利,败退,胜过
introvert,内向的人,教训,(儿童)游乐场,抽水机
denounce,指责,批评,揭发,引咎
trespass,侵犯,麻醉,腐蚀,帮凶
monotonous,单调,神奇,不规则,可怜
abound,富于,平衡,协调,狭窄
resistant,有抵抗力,保卫,不可抗力,把守
gangrene,坏疽,风湿,肺炎,暗疾
venom,恶毒,残酷,仁慈,之一
offensive,令人不快,而,损坏,胃
rejoin,回答,自夸,夸张,对质
gloat,幸灾乐祸地看,十二(个,灵魂,相反
defoliator,落叶剂,拖拉机,话,方法
assured,自信,拥戴,半信半疑,同意
eternal,永久,短暂,一下子,一会儿
cordon,警戒线,封地,跨国,地面
edify,陶冶,对光,照相,冲洗
exchangeable,可交换的,海边(的),分开,讲习班
derisive,嘲笑,拍案叫绝,污蔑,反唇相讥
greenhouse,花房,桃园,笼,菜地
epistemology,认识论(对知识本质的研究),然而,相反,刮脸
discomfited,困惑,奇怪,吃不服,专心
manumit,解放(奴隶),重要性,历史,歼击机
unconscious,未意识到,植物,和蔼,在…下面
discontinuous,不连续的,通常,(使)厌倦,多小山的
inhumane,不近人情,进步,秉公,闭关自守
ample,富足,混乱,俨然,捣碎
contentious,好辩,劝服,喜剧性事件,一口食物
ravenous,饿极了的,尊重,自私,浪漫
arresting,显著,隐约,顶事,暗暗
pelt,投掷,捋,铺平,装入
omission,遗漏,开车,总共,相差
versemonger,拙劣诗人,时代,直到…为止,浴盆
unbecoming,不合身的,冲,肩,向
intangible,不可触摸,相关性,适合,危险
elevation,提高,软化,深化,好转
encumber,妨害,无害,便利,不可逾越
leash,(系狗的)绳子,微型计算机,兑换,给…深刻印象
accountability,负有责任,读者,热情,文件
pungency,辛辣,活跃,温和,有意思
pilgrimage,朝圣之旅,一年一度,恼火,全国性的
garrulity,唠叨,乱说,倾倒,赘述
fixate,注视,遥望,皱眉头,眺望
sequester,(使)隐退,给…注明日期,谷,司机
enticing,有吸引力,狭窄,可怕,动人
cerebrum,大脑,对眼,眼睛,白眼珠
seep,(液体等)渗漏,快,噪声,主席
timbre,音色,可能,骄气,伸缩性
clown,小丑,恶霸,圣人,暴徒
firefly,萤火虫,毛虫,水蛭,蠓
delineate,描画,素描,调色,速写
relevant,相关,感动,牵扯,不相干
ophthalmology,眼科学,进展,进去,表示惊讶或询问)
curdle,使凝结,人的,女演员,允许
authentic,真正,还是,毕竟,不如
verdigris,铜锈,速冻,生育,双生
fulminate,猛烈抨击,履行,安静,给予
retrospective,追想,向往,寻求,深思
assault,突然袭击,使分开,磨损,单纯
surveyor,测量员,夏季,赤黄色,变得
unwise,愚笨,本本主义,笨口拙舌,睿智
stasis,停滞,下马,停火,收盘
palaver,空谈,直言不讳,对话,诉说
tilt,(使)倾斜,(使)变老,(旅行用)手提包,柱
reflect,反射,照亮,放射,惊涛骇浪
decorum,礼节,开幕式,洗礼,礼貌
barbecue,烤肉架,白肉,海鲜,米粉肉
fusillade,(枪炮)齐射,按时,预先,往往
wag,诙谐幽默者,荫,用语,例证
limbo,不稳定,中间,历史上著名的,崇高
condense,浓缩,延伸,浸透,收缩
pregnant,充满,有价值,呈现,带有
spark,火花,漩涡,波谷,火
sycophant,马屁精,烟碱,市场,制度
accelerate,加速,延缓,安定,提前
severity,严肃,神经过敏,肮脏,哀鸿遍野
deification,神化,简单化,表面化,合法化
proselyte,皈依者,沸腾,亲近,黄油
permeate,扩散,为首,占先,抢先
indispensable,不可缺乏,甜的,染,总的
fumble,摸索,避暑,寻的,避风
monochrome,单色,白色,天蓝色,乳白色
endemic,地方性的,秋季,简单,细想
invigorating,使人健壮,竟然会,奋斗,人物
redundancy,过剩,不乏,芸芸,扁圆
avuncular,伯(叔)父的,矮的,物,不同
fluctuate,变化,重蹈,变幻,恶性循环
choreography,舞蹈,拉,合唱,独唱
warrant,正当理由,北部,收集,城堡
pillory,颈手枷,丘陵起伏,精确,手段
armistice,休战,延续,止痛,重申
lavish,丰富,升值,干,附加
allocate,配给,备战,武装,誓师
ignoramus,无知者,白痴,废物,宝贝
imperious,傲慢,恭顺,大量,客气
inflated,骄傲,不耻下问,恭顺,不亢不卑
marble,大理石,鹅卵石,暗礁,伟晶岩
hearsay,谣传,遗传,流行,传说
underlying,在下面的,率先,按期,持续
blasphemy,亵渎,挣扎,效忠,变节
luscious,美味,甜美,十分,真正
gnaw,啃,道路,所,起床
suspicious,怀疑,信仰,自信,认真
imminent,即将发生,相隔,近乎,距离
levee,防洪堤,堤岸,蜂巢,渠道
scathing,苛刻,缓和,刚正,坦白
recompense,报酬,版税,佣金,津贴
sophistry,诡辩,辩证,议论,辩护
contrition,悔罪,不甘,理会,爱理不理
concomitant,伴随而来,看出,监视人,拼命地干
flax,亚麻,茎,高棉,芦苇
hedonism,享乐,来不及,互惠,到期
megalomania,自大狂,掠过,四(个,喜欢
covert,秘密,可疑,暧昧,明白
preposterous,荒谬,勉强,百无一失,对头
confiscate,没收,拷打,剥夺,刖
gentle,温和,随和,孝顺,悲观
blowhard,自吹自擂者,红色,保护,甜的
inception,开始,动手,动工,小题大做
circumstantial,不重要的,不够,莫非,莫不
soggy,湿透,闷热,最新,新鲜
peregrination,游历(尤指在国外),放射引起,便士,时期
suitcase,手提箱,箱子,百叶箱,烟灰缸
fluster,使困惑,焦急,决心,安稳
ineffaceable,抹不掉的,木头,婶母,免费
incise,切,切片,割,搅拌
impartial,公平,民主,不平,封建
surly,阴沉,下雨,秋高气爽,晴朗
boring,无趣,有意思,可笑,滑稽
skyscraper,摩天大楼,城楼,宫殿,住宅
esophagus,食道,肾脏,感官,肫
inviolate,未受侵犯,同伴,悲叹,没有东西
unprovoked,(生气等)无缘无故的,慢吞吞的,支持者,研究
redolent,芬芳,斑驳陆离,多姿多彩,恶臭
jejune,不成熟的,问,跪下,在(两者)之间
reign,王朝,一时,北朝,现代
taciturnity,沉默寡言,感叹,目瞪口呆,生气勃勃
claustrophobia,幽闭恐怖症,有规则地,不同,让
convoy,护航,对开,巡弋,飞行
inheritor,继承人,大爷,前任,祖先
pensive,愁眉苦脸,气色,眼光,神情
meek,温顺,孝顺,狡猾,不甘心
ensure,确保,莫非,不再,不见得
slumber,睡眠,筹款,筹集,起来
panther,黑豹,熊,老虎,豹子
collide,冲突,鞠躬,敬礼,下跪
gluttonous,贪吃,口渴,醉,哈欠
craving,强烈的愿望,眼泪,林荫路,始终
downpour,暴雨,毛毛雨,雨滴,瀑布
agog,兴奋,杜绝,激发,妨碍
precision,精确,不足为训,抽象,百发百中
discard,扔掉,捋,卷曲,铺平
unkempt,(衣服,恒星,(汽车后部的)行李箱,富流动性
foolproof,简易而不会误用的,(使)滑行,销售,不允许
inelasticity,无弹性,支持,简直,丢弃
list,倾斜,倚靠,翱翔,蠕动
cohesion,凝聚力,万有引力,冲力,重力
viscid,粘性,高性能,针对性,局限性
purposively,有目的地,观看者,的确,强暴(行为)
miserable,痛苦,悲壮,凄惨,大快人心
protagonist,提议者,婢女,选民,仆人
absolve,赦免,斩首,剥夺,不轨
temperately,节制,领队,控制,执法
mendacity,虚假,名副其实,无疑,实弹
menial,家仆,普遍,海滨(的),迅速
rescript,公告,广告,禁令,通报
idyll,田园诗,口号,歌词,十四行诗
glib,流利圆滑,痛苦,形式,自由
uncover,揭开盖子,在..之上,封,适当
compatriot,同胞,国立,姻,民用
pout,厥嘴,懒洋洋,喘气,喘息
unlettered,无学问的,忘带,哀悼,回
avulse,(由于意外的事故或通过外科手术)把(身体的一部分)撕脱,前端突出部,极讨厌的,数量
toil,辛苦,久违,对不住,请问
ichthyologist,鱼类学者,多半,授予,在…上
qualm,疑惧,疑惑,退避,奇怪
horrific,可怕,可恨,可爱,无穷
diver,潜水员,初学者,边锋,投手
misogamy,厌婚症,经纪人,(安然)度过(暴风雨、难关等),是否
category,类别,数字网,广域网,民间
wry,扭曲,运行,转身,润滑
latency,潜伏期,唐代,北魏,年份
discomfit,使懊恼、难堪,西部,收入,摇摆
hone,磨刀石,漏斗,圬,扳子
reclusive,隐居,定居,居住,露营
sufficient,足够,平衡,抽出,节省
rave,狂语,隐瞒,肥皂剧,自制
laggard,落后,提高,渐进,例行
blissful,极幸福的,首次,译文,废物
hoof,(牛马的)蹄,信仰,有色,饲(养)
petition,请愿,罢课,罢教,发牢骚
capricious,变化无常,衍变,变幻,重蹈
perpetual,永久,短短,多年,暂时
wince,避开,博得,预防,以免
collusion,勾结,孤立,危害,帮倒忙
somber,忧郁,凄惨,悲愤,忧虑
lair,躲藏处,保护,遍及,使舒适
mar,破坏,打破,断头,滑落
expedient,(指行动)有用的,相当,遮光物,助长
meditation,沉思,动心,幻想,变法儿
toy,不认真考虑,奸淫,赌博,暗杀
interloper,闯入者,引起,消化,(动词)不定式
flaggy,枯萎,微笑,结果,跛足
avant-garde,(艺术)先锋派,设置,职务,发生
obligation,责任,人权,特权,继承权
discomfort,不舒服,辛苦,结婚,奖学金
oracle,代神发布神谕的人,落后于,可判死刑,病害
puddle,水坑,顶点,线条,焦点
incorporeal,无形体的,竞争对手,图章,蒸(食物)
scuttle,舷窗,视窗,窗子,基础
coagulant,凝结剂,改造,昆虫,看守
lush,繁茂,肥沃,稠密,寸草不生
somatic,肉体,病菌,酵母,病毒
expend,花费,损耗,转帐,白费
etiquette,礼仪,婚礼,拜物教,洗礼
diagnose,判断,用以,挪用,行使
inapparent,不明显的,单纯,要求,处理
sensation,轰动(的事),公开,激励,饼
debutante,初次参加社交活动的少女,借款,仅仅,执行
fiscal,国库,城楼,仓库,核电站
elegant,优雅,破旧,美貌,简朴
talon,猛禽的锐爪,(湖、海的)底,尽管,被抛弃的东西
calculated,蓄意,随意,痛快,尽量
impoverish,使成赤贫,游客,仅仅,今夜
pharmacology,药理学,科技,科目,高科技
peccadillo,小过失,(用于否定句、疑问句等)什么,应用,弱的
unfasten,解开,卸下,涂抹,戴
locus,地点,东欧,乍得,中东
amorous,有性欲的,在…之下划线,自行(摩托)车,中央
balk,大方木料,看到,十字(架),明亮
helve,斧柄,执照,攀登,画
enfeeble,使衰弱,肩负,工会,公职
conduit,渠道,葛洲坝,陷阱,堤岸
soothe,减轻,上升,攀升,提高
complexity,复杂的事物,角逐,反对,工程
impair,损害,不可逾越,不利,警备
metamorphose,变形,变换,驱散,转向
eminent,著名,不朽,不名誉,吃不开
seam,缝,网,阳光充足,低
flabby,意志薄弱,友好,负号,肉体
quibble,吹毛求疵的反对意见,一串(珠宝),教友,毒药
slot,狭孔,决赛,(会议的)主席,有关系的人
framework,框架,先后,层次,排行
frenetic,狂乱,勃然,繁华,多情
ramify,分支,民用,附加,御
laudable,值得称赞,奇怪,容易,褪去
usury,放高利贷,统一,烤薄饼,入
glossary,字汇表,立即,进一步说/写,墨水
stalemate,和棋局面,趋势,均势,优势
untenable,无法防守,安全门,独立自主,任期
full-blown,(鲜花)盛开的,运输工具,经商,广大
restate,复述,志,宣示,表示
demented,疯狂,流血,狂热,不仁
capitulate,(有条件地)投降,指导,情况,致敬
offhand,随便(的),毛衣,永远,苦难
exchequer,国库,兵营,谷仓,矿井
deface,损坏,打破,撕毁,爆裂
pretentious,自抬身价,公地,军队,带路
sleigh,(马拉的)雪橇,山,操纵,封
legislate,制定法律,重量,技巧,打气
silt,淤泥,烂泥,丹砂,水泥
miniature,小画像,能力,(工作)日程登记本,园艺爱好者
heckle,诘问,不问,质问,咨询
stroll,漫步,站住,蹑,散步
sparring,拳击,决赛,斗鸡,半决赛
abominable,可恶,不得人心,可怕,缺乏
ointment,油膏,阿司匹林,泻药,医药
efface,擦掉,自己,型,停车站
impressed,被感动的,那个,立方,书写符号
raisin,葡萄干,饮料,巧克力,汽水
podiatry,足病科,稻子,掩藏,丢失
blackball,投反对票以阻止,引入,计算,孤立
heretic,异教徒,佛教徒,偶像,僧侣
collection,收藏品,附件,禁品,遗物
exhaustion,疲惫,喘息,懒洋洋,高昂
unearthly,奇异,醒来,恐惧,迷住
exclusive,(人)孤僻的,公平,粉末,取缔
wont,习惯,困惑,不寒而栗,安土重迁
minimize,把...减至最低数量或程度,地,触到,在那时
antidote,解毒药,冷静,累的,独自
irritate,激怒,打扰,兵不厌诈,缠绕
enclave,飞地(被他国领土包围的一块领土),(复)土著居民,共和政体,经常
pugilism,拳击,半决赛,对抗赛,锦标赛
daguerreotype,(早期)银版照相,总是,补助金,脱开
dogmatic,教条,死板,固执,迟钝
scatter,散开,不欢而散,抢先,扩散
quiver,箭筒,领导,憔悴,意外(因素)
overwrought,紧张过度,简短,羡慕,(使)转动
ambience,环境,气氛,现象,生态
flail,连枷(打谷工具),建筑物,信息,精神健全
cleaver,切肉刀,洗,决定,资本
attorney,律师,夫子,先生,教练
transaction,办理,自治,治理,治安
contempt,轻视,保重,不闻不问,权衡
grill,烤架,真诚,网状系统,夜
grievous,严重伤害,靠近,抄写,出入口
entourage,环境,前提,空气,必要条件
folklore,民间传说,空闲,致词,精神
swing,摇摆,转来转去,跳动,运作
deserts,应得到的事物或赏罚,无线电话(电报),忧虑,喝
spasm,感情的一阵发作,开枪,绝世美女,谋杀罪
spurious,伪造,闹事,编造,伪托
