#word,meaning,option1,option2,option3
低估,underestimate,unexpectedly,to persist,predict
火炬,torch,touch,tough,notch
(药的)剂量,dose,bore,gore,dike
周(边),perimeter,parameter,level,transparency
救济院,asylum,slum,phylum,a public square 
洗好的衣服,laundry,sundry,launder,foundry
变硬,bind,find,mink,in
缆,cable,able,table,canoe
污秽,filth,fifth,filthy,filch
(果实的)核,kernel,keel,kennel,vernal
古典文学,classical,classic,short story,myth
零工,chore,gore,cadre,chord
集中,intensive,intensify,incentive,extensive
类似,analogous,like,general,following
雕塑,sculpture,culture,sculptor,scripture
辛苦(痛苦),pains,apoplexy,curative,jailbreak
报警语句,buzzword,gunpowder,deposition,stiff
使摇摆,roll,sell,rose,poll
伴随,company,compass,compare,accompany
随笔,essay,assay,easy,slay
狂热,craze,cram,crap,graze
聊天,ramble,cable,rumble,rambler
缺少,lack,rack,lank,lass
平底锅,pan,at,dam,an
迄今,hitherto,hither,time immemorial,former
好的,good,roof,wood,god
丛林,jungle,bundle,tangle,jangle
酸,acid,rapid,quid,lid
使发狂,madden,sadden,midden,ladder
义务,onus,bonus,plus,nuts
陶器,Ceramics,accelerator ,craft,filter
让过去的,pervious,inhabit,erase,boundary
牵涉,involve,invoice,devolve,evolve
结构,structural,structure,every kind of,organized group
折缝,crease,create,grease,cease
迅速,velocity,ferocity,felicity,short distance
排挤,supplant,supplicant,isolated,to bully and humiliate
(尤指机器或系统的)组成部分,component,opponent,competent,dusky
薄雾,mist,omit,muse,must
大炮,cannon,carbon,canyon,anon
投标,bid,purchase,a system of fixed quotas for  purchasing,subscription
午睡,nap,can,now,yap
鄙视,despise,devise,despite,respite
使正方形,square,squawk,quake,sure
延伸,range,lunge,raze,France
桉树,eucalyptus,beet,common perilla,castor-oil plant
苗条,slim,clam,sip,Islam
保存,conservation,hoard,deposit,to look for an opportunity
讨厌,disgust,discus,distrust,discuss
允许,empower,employer,power,not allow
催眠状态,hypnosis,hypnotism,re,calm
垂直,sheer,shelter,veer,sear
反对者,opponent,component,exponent,nanny
出口,ventilation,to say more than is necessary,mutter,to make irresponsible remarks
（对人或物）有矛盾看法的,ambivalent,many,sentence,overnight
卫生,sanitary,solitary,sanity,salutary
不定时发生的,sporadic,omit,as incompatible or irreconcilable as ice and hot coals,average
愤世嫉俗,cynical,conical,lyrical,comical
窜改,tamper,do up,correction,addendum
（山间）小道,defile,define,device,exile
(使)发展,evolve,devolve,revolve,evoke
趋向,trend,tread,dread,tend
朝生暮死,ephemeral,prototype,predict,effusion
勾,tick,nick,slick,track
心胸宽大,liberal,literal,libel,liberate
咖啡馆,cafe,clue,cane,mate
揭发,denounce,announce,renounce,a  charge
侵犯,trespass,rusty,wreck,to harm
居住者,occupant,city resident,overseas Chinese,ethnic Chinese person or people
单调,monotonous,peculiarity,pitiful,weird
充满,abound,amount,aloud,absurd
标牌,sign,pig,gin,siege
刀口,edge,ledge,wedge,eke
自信,assured,confident,to approve,earnest
流出,effluent,affluent,fluent,discharge
蒸汽汽车,steamer,streamer,steam,teaser
永久,eternal,external,vernal,paternal
封条,seal,zeal,reel,sale
传单,leaflet,declaration form,order for goods,list of items
不称,asymmetry,overdo,stimulus,earnings
平均,average,beverage,overawe,coverage
盾状,thyroid,fingernail,joint,kneecap
无意,unconscious,joint,in the same way as,special-purpose trip
宽敞,ample,ankle,sample,amble
(器具的)使用面,face,facet,hack,ace
浏览,scan,spin,scar,sear
（液体等）渗漏,seep,obligatory,snappy,commitment
相关,relevant,elegant,irrelevant,reliant
联邦,federal,funeral,general,several
可信,authentic,inappropriate,in order,using a talented person in an insignificant position
一般,standard,tankard,close,on the other hand
攻击,assault,assail,affirmative,to criticize
国内,internal,integral,interval,maternal
倾斜,tilt,kill,stilt,twist
反映,reflect,defect,deflect,prefect
论点,argument,armament,augment,origin
烤肉野餐,barbecue,pinnacle,magneto,doubtless
空出,vacation,variation,location,taxation
浓缩,condense,convene,converse,condenser
意味深长,pregnant,poignant,pennant,pregnancy
放火花,spark,speak,sharp,scarf
(使)加速,accelerate,ecstasy,Europe,seize
病毒,virus,cirrus,iris,versus
扩散,permeate,permeable,permute,to rush 
不可缺少,indispensable,cliff,overrate,fifty
多余的事物,redundancy,redundant,parliament,abandon
波动,fluctuate,to develop,take on action,cold
衰败,downfall,downhill,withered, fallen and scattered about,afterwards
过度,lavish,ravish,slavish,parish
分配,allocate,advocate,locate,cash 
不大可能,unlikely,unlike,untimely,likely
木筏,raft,draft,graft,race
苦境,hell,heel,helm,hers
(英国)警察,constable,unstable,special service,detective
大理石的,marble,warble,arable,sable
专门性的,technical,technician,mechanical,masculine
在下面的,underlying,mister,impoverish,wilt
可疑,suspicious,suspicion,auspicious,clear
即将发生,imminent,eminent,imminence,adjoin
欠钱,owe,owl,hope,hole
考虑到,given,aquiline,lend,infiltrate
委员会,committee,Executive Yuan ,standing committee,Chinese Communist Party Central Committee
柔和,gentle,senile,beetle,mantle
小提箱,suitcase,nutcase,bellows,thermometer screen
微波,microwave,lava,ripple,bubble
悬吊,suspension,lower,flow,convection
广告柱,signpost,buoy,trademark,Microsoft
体育场,stadium,tedium,circus,library
朝代,reign,align,deign,resign
潜在,potential,public,to be of use,Heaven knows!
温顺,meek,leek,peek,meet
野餐,picnic,panic,picnic,a simple meal
担保,ensure,ensue,endure,insure
难题,puzzle,muzzle,nuzzle,guzzle
基础,basis,dais,basin,bass
复杂,complication,rough,even,purely
碰撞,collide,confide,college,collier
执行,administration,issue for enforcement,recoil,construction
三倍,triple,gripe,trice,triplet
非法翻印,piracy,privacy,primacy,pray
海面,offshore,pavement,the wrong side,water surface
多边,multilateral,above-mentioned,world,political and government circles
倾盆大雨,downpour,torrential rain,drizzle,vestige
(颜色)鲜艳的,vivid,timid,visit,avid
前任者的特权,seniority,senility,temperament,senator
减弱,decrease,decease,increase,decree
抛弃,discard,discord,dastard,discern
内聚力,cohesion,vigor of style in litery composition,gravity,pressure
悲惨,miserable,dangerous,public security,agreeable
建议,propose,promise,prose,proposal
动物(昆虫足上位于基节与腿),trochanter,condone,upbraid,realm
田园生活,idyll,dull,dell,idle
同一性质,identity,identify,entity,density
郑重宣告(或声明),vow,few,how,vox
艰苦地劳动,toil,town,loin,soul
透镜,lens,levy,news,fen
种类,category,WAN,folk,network
食物,nourishment,fodder,vegetables,fireworks
下级的,inferior,interior,inferno,anterior
仔细周到,thorough,through,trough,though
渴望,aspire,astir,expire,spire
足够,sufficient,efficient,to waste,saving
驯养,domestic,graze,angle,cultivation
热切赞扬,rave,rake,ease,bane
请愿书,petition,edition,position,repetition
永久,perpetual,perpetuate,a while,overnight
毁坏,mar,jar,war,bar
测量,measure,treasure,manure,erasure
权宜之计,expedient,experiment,plot,murderous scheme
(向…发表)演讲,lecture,texture,gesture,lecturer
恩惠,obligation,oblation,unredressed injustice,be defeated
弹跳,bound,rush about on errands,trample,bouncing and vivacious
仍然,nevertheless,after all,although,simply
最后,ultimately,ending,go through,history
(价钱)公道的,reasonable,seasonable,reasonably,personable
花费,expend,expect,upend,expound
分类,sort,sport,fork,soft
礼仪礼节,etiquette,charlatan,snowshoe,underlie
诊断(疾病),diagnose,diagnosis,exclude,reproof
口渴,thirst,thirsty,third,shirt
计划,design,resign,deign,reign
人行道,pavement,casement,payment,basement
优雅,elegant,relevant,elephant,element
版,edition,tuition,sedition,emotion
的确,duly,doll,July,buoy
标语,slogan,login,loan,daydream
海豚,dolphin,viper,whale,hippopotamus
现有,forthcoming,heat preservation,to satisfy,supply and demand
缓和,soothe,swathe,sloth,seethe
损害,impair,impale,pair,impact
著名,eminent,eminence,evident,imminent
狭长煤层,seam,saw,stead,sea
（肌肉）松软的,flabby,flashy,shabby,flatly
切口,slot,stop,shoot,sloth
支架,framework,quilt,bookshelf,bedding
命定,destine,destiny,define,destined
值得称赞,laudable,audible,laughable,liquidate
词汇表,glossary,elliptical,chauvinism,autocue
经济,economy,ecology,economic,divulge
（有条件地）投降。,capitulate,trite,adjunctive,icicle
当即,offhand,offend,half,to the extent that
做作,pretentious,to gasp for breath,hold one's breath,to raise
性格,temperament,inherent quality,senior,peer
制定法律,legislate,legislator,livid,illumine
淤泥、淤沙,silt,vitiate,report,prospectus
访问,call,earl,doll,half
意识到的,aware,award,afar,acre
谈判,negotiate,negotiable,to get out of the way,talks
大规模(的),wholesale,wholesome,jailbreak,abandon
(使)沉淀,deposit,deport,depose,depositor
异教徒,heretic,hermetic,emetic,heroic
独家新闻,exclusive,inclusive,elusive,explosive
新月形面包,croissant,migrate,chuck,den
素食者,vegetarian,vegetation,style,mushroom
使疼痛,irritate,ixia,whatever,gang
驱散,scatter,spatter,spotter,cater
表面,exterior,interior,anterior,ulterior
微微颤动,quiver,quaver,quite,quire
紧张过度,overwrought,important,automatic,unbend
律师,attorney,the prosecution ,instructor,auntie
交易,transaction,to circulate,to exit,foreign trade
轻蔑,contempt,content,concept,contest
烤架,grill,grid,skill,grip
连接,connection,conduction,convection,conception
童子军,scout,court,snout,soot
转弯,swing,bring,sling,wig
班船,liner,line,linen,miner
交往,associate,dissociate,skiing,goodwill
(使)背离,deviate,devise,obviate,device
怀疑,sceptical,skeptical,earnest,belief
经济学,economics,economic,economize,ergonomics
发射(光、热等),radiate,eradicate,graduate,mediate
保留,retention,detention,pretension,prevention
补充,recruit,recount,rise in value,appreciation
生存,survival,survivor,survive,surgical
撩人,voluptuous,deportment,fraught,insatiable
两极,polar,plan,solar,poker
日历,calendar,calender,letter of credit,card
个别指导,tutorial,assistance,toils,absorbent
含脂肪的,fatty,muscle,sinew,fur
电压,voltage,postage,hostage,cottage
逻辑(学),logic,login,lyric,colic
『废』希望,esperance,likelihood,sleeve,byelaw
(关系副词)由此,whereby,thereby,hereby,where
使惊骇,astound,straighten,deodorize,satirize
汇款,remittance,send a greeting,to transmit,to send by mail
集团,bloc,bog,black,blond
盒子,cassette,memorial tablet,coffin,case
(动物体内)腔室,chamber,camber,hammer,clamber
赞美,extol,expel,enrol,extra
尚武,martial,partial,marital,marginal
奇事,quirk,quip,quick,quack
筛出、滤出,sieve,cockroach,why,enquiry
肉冻,jelly,tell,jolly,bell
图,chart,char,court,charter
时髦,vogue,vague,rogue,argue
蟾蜍,toad,beaver,frog,long-nosed pit viper 
特权,prerogative,the right of speech,right to vote,power
参加,participate,to quit school,absence,deoxidation
清楚说话,articulate,interface,legend,popular
学步的小孩子,toddler,stupefy,tedious,abstruse
碱,alkali,ache,weak acid,weak base
表示,signify,dignity,dignify,magnify
古物,antique,unique,remnant,award
补贴,bonus,focus,bogus,onus
说明,demonstrative,to lie in,clear,signify
不可征服,invincible,invisible,biped,goal
旱灾,drought,ought,draughty,fraught
漂亮,chic,chit,clip,chick
雇佣,engagement,connect,degradation,replace
动力,dynamic,dynamo,dynamite,dynamics
炉渣,slag,scheelite,worthless stuff,minerals
无,nought,night,nougat,naughty
互相关联的事物,correlate,corrugate,plaintive,cultivator
邮资,postage,voltage,hostage,wastage
历史上著名的,historic,history,historian,historical
详尽,intimate,inmate,estimate,intimidate
补充,eke,eve,km,ice
接近,proximity,proximate,resemblance,solemn
使麻痹,paralyse,dirk,squadron,gas
变脏,soil,skit,toil,coil
饮料,beverage,leverage,average,coverage
痢疾,dysentery,influenza,cholera,malaria
善辩,eloquent,eloquence,prelude,stony
扩张,expansion,expulsion,expansive,explosion
抗议,protest,protege,protect,prowess
包含,hold,toll,gold,folk
使缠结,tangle,wrangle,angle,wangle
(大学)校园,campus,famous,cactus,camp
最高,peak,pew,pear,pack
独奏,solo,scold,cold,sort
质量,quality,equality,qualify,reality
长形纸匣,carton,baton,carbon,cartel
破,break,bread,beck,beak
化装服,disguise,disburse,disuse,misguide
吐出,vomit,omit,remit,limit
偷窃,theft,weft,sheet,shaft
民众,democratic,democrat,people,people
到期,expire,export,umpire,empire
使苦恼,beset,to charge,supervise operations,attack
挤扁,squash,squat,smash,sash
联合收割机,combine,combing,confine,cocaine
哺乳动物,mammal,mama,manual,mamma
被单,sheet,sweet,sheen,sheaf
支出,expenditure,payment,pay an overdue tax,contribute
美容师,beautician,broker,employee,shop assistance
惊奇,marvel,carve,market,marker
起作用,react,peach,enact,teach
跳,skip,skim,skin,skit
女裙服,gown,boon,loin,down
比赛,competition,play a game of chess, etc.,swim,win the championship
运动员,athlete,athletic,wing,newborn
集合,aggregate,segregate,aggravate,concentrated
调查,investigate,detective,prohibit,investigate
情况,circumstance,undercurrent,cataract,circumstances
向前,on,win,doe,ion
阻止,prohibit,interfere,intertwine,trouble
每年,annual,annul,anneal,annular
打扰,disturb,distort,to correct,to break the rules
顶点,climactic,limit,the Tropic of Cancer,octave
无价,inestimable,secondary,inexpensive,core
悲痛,grief,greed,grim,greet
遗产,heritage,heritable,hesitate,herbage
被误导的,misguided,syllabus,inexpert,pedantry
赤道,equator,equation,squalor,equate
处置,dispose,disuse,disease,disclose
迷人,fascinating,unlimited,plentiful,extensive
第一流的,foremost,forecast,forest,definitive
托运,consign,consignee,ensign,consist
调制,concoct,convict,connect,consort
独自,respectively,to be forced to,oneself,together
礼节,formality,mortality,morality,arrangement of ideas
评论,comment,commend,common,commit
青壮年时期,prime,crime,pride,price
擦,rub,hub,bum,gum
教育,nurture,torture,vulture,rupture
)配件,fitting,chancellor,insignia,magic
践踏,trample,tramp,rumple,grapple
平房,bungalow,bungalow,city gate tower,cabin
日光,sunshine,sunshade,glare,lighting
匆忙,hasty,pasty,fusty,happy
老练,veteran,boyish,vigorous,be unable to tell beans from wheat - have no knowledge of practical matters
墓地,graveyard,Summer Palace ,desert,center
恐怖的经历,nightmare,maize,agitation,epidemic
创造物,creation,reaction,oration,recreation
算帐,numerate,enumerate,numeral,numerable
监督,oversee,averse,overstep,overseer
(烟、雾等)浓密的,dense,gene,dance,sense
修补匠,tinker,ticker,banker,tanker
润滑,lubricate,fabricate,lubricant,provoke
不赞成,object,abject,inject,reject
低地,lowland,tropical,south pole,east longitude
撒网,cast,mask,east,vast
万用,versatile,usage,in common usage,for public use
从事,undertake,underrate,understate,undertone
山谷,valley,alley,caller,mallet
会聚,converge,convene,converse,conserve
旋转,swirl,swill,twirl,shirt
