#word,meaning,option1,option2,option3
低估,underestimate,reasoning,suspect,anticipate
分配,dispense,disperse,suspense,disease
保存,conservation,storage,access,target seeking
厌恶,disgust,distrust,digest,disguise
陡峭,sheer,her,sneer,sleek
反对者,opponent,component,exponent,voter
通风,ventilation,friction,short circuit,traffic
有矛盾情绪的,ambivalent,pressing,important,have no choice
（有关）卫生的,sanitary,solitary,sanctuary,salutary
有名,celebrated,have no sense of shame,good-looking,be unpopular
大量消减,slash,splash,slush,slosh
除…之外,save,stave,ace,shaver
浮现,emergence,emergency,emergent,watery
进化,evolve,devolve,revolve,resolve
讽刺,sarcastic,joke,argument,fig.: wonderful!
倾向,trend,trans,tread,attend
短暂,ephemeral,forever,a while,overnight
除去主要部分,eviscerate,police,clavicle,studious
不同,dissimilar,except slight differences,asynchronous,close to
不切实际,impracticality,symmetrical,be suitable,to fit
大豆,soy,pumpkin,cucumber,bean
典型,representative,outrageous,matchless,unprecedented
传导率,conductivity,howitzer,disguise,thirty
自由主义,liberal,libel,liberate,literal
公然抨击,denounce,announce,renounce,revelation
侵犯,trespass,corrode,be more of a hindrance than a help,rusty
占有者,occupant,overseas Chinese,city resident,fellow citizen or countryman
单调乏味,monotonous,abdicate,jaguar,nook
富于,abound,abend,mound,bond
抵抗,resistant,resistance,resultant,assistant
娱乐,recreational,to exhibit,to appreciate,to play mahjong or cards
恶意,venom,vendor,vino,tenor
边缘,edge,hedge,badge,wedge
讨厌,offensive,defensive,dreary,love and hate
约束,constraint,constrain,constant,constrict
明确,definitely,faint,illegal,inwardly
流出物,effluent,affluent,fluent,orchestra
根除,uproot,proof,upshot,uproar
永远,eternal,vernal,ethereal,external
镀锡铁皮,tinplate,inflate,galvanized iron,magnet
平均数,average,leverage,avenge,coverage
仪式,ceremonial,funeral,Christianity,manners
无意识的,unconscious,antagonize,postwar,annoy
缺少,absence,absent,ambience,absentee
富足,ample,smile,apple,pimple
古巴（人）的,Cuban,verve,trillion,scale
高度,elevation,legation,elation,election
球的,spherical,tetrahedron,wide scale,rectangle
面对,face,late,pace,fare
使退隐,sequester,semester,pilchard,ballet
陶器,ware,wage,gate,war
可发觉的,detectable,attorney,Eden,hindrance
扫描,scan,scalp,fan,sand
(使)缠绕,twine,spine,tonne,twinge
有关,relevant,reliant,elegant,irrelevant
思家,homesick,lifeboat,medicated,desperate
可靠,authentic,improper,original ,in order
水界,hydrosphere,needle,roller,cave
回顾,retrospective,to commemorate,woo,to yearn for
标准（的）,standard,tankard,headmaster,gratify
（口头）攻击,assault,assail,powerless,hunch
地层（复数）,strata,eligible,other,foot
内在,internal,infernal,interval,integral
倾斜,tilt,volt,jilt,lily
烤肉野餐,barbecue,orange,kudos,convex
度假,vacation,vocation,location,valuation
交替,alternation,with one's own hands,in turn,direct
使浓缩,condense,condenser,condone,converse
怀孕,pregnant,poignant,pennant,pregnancy
往复,recurring,to go,discharge,sunrise
发动,spark,stank,spire,spare
加快,accelerate,grow,to advance,ups and downs
拨款,funding,to settle accounts,charge,wipe out
病毒,virus,iris,cirrus,pious
弥漫,permeate,permeable,permute,huge monster
不可缺少,indispensable,to know well,it doesn't matter,grave
波动,fluctuate,undisturbed,take on action,withered, fallen and scattered about
颠倒,upside-down,wall hanging,furnish and decorate ,array
舞蹈编排,choreography,deputize,apparent,dossier
过分丰富,lavish,lash,ravish,garish
分配,allocate,advocate,locate,make good
筏,raft,graft,sift,fat
大理石,marble,parole,garble,mantle
不利,disadvantage,fire control,harmless,to prevent
受到优待,favored,burn,neighbour,percent
基础,underlying,restrict at,underline,typical
头骨,skull,sill,shall,skulk
咬,gnaw,gnu,gas,nab
可疑,suspicious,suspicion,auspicious,magical mystical
蝇粪留下的污点,flyspeck,insult,success,trophy
委员会,committee,House of Representatives ,committee,consulate
伴随物,concomitant,outlying,bachelor,crackle
手提箱,suitcase,nutcase,thermometer screen,ashtray
微波（炉）,microwave,hitch,worldly,mingle
切割,incise,incite,concise,incense
拖鞋,slipper,sleeper,supper,skipper
公正,impartial,partial,martial,imperial
令人厌烦,boring,bank,thong,rinse
摩天大楼,skyscraper,large building,office,palace
(尤指颜色或外表)相配的,matching,at the same time,synchronous,of the same age
统治,reign,resign,feign,rein
被感动的,touched,producer,render,reckless
图画,drawing,a kind of traditional Chinese shadowboxing ,fencing,illustration
潜在,potential,not bat an eyelid,unaccountable,miraculous
沉思,pensive,pension,tensile,expensive
用锄耕地,hoe,horn,now,cox
(见到生人)局促不安地,awkwardly,unflinching,dare not go one step beyond the prescribed limit,knowledge
睡眠,slumber,climber,plumber,summer
（使）困惑,puzzle,dazzle,muzzle,guzzle
复杂,complication,trouble,trivial,detailed
冲突,collide,college,confide,collier
经营,administration,take over,to do business,private
离岸,offshore,granulated,convenient,official
效力,effectiveness,clasp Buddha's feet - profess devotion only when in trouble,grope,be faced with
精确,precision,decision,revision,provision
(光线、色彩)鲜艳的,vivid,livid,ibid,civil
减少,decrease,decease,increase,crease
丢弃,discard,discord,disarm,dastard
附着（力）,cohesion,gravity,impulse,vigor of style in litery composition
可怜,miserable,however,to share,suffering
翻新,restoration,transportation,to make better,improve
领导者,protagonist,Bush ,Mao Zedong,president of a club, committee, etc.
放牧,ranching,fish,hunt,foster
雾,fog,forgo,bog,of
提出,propose,promise,prose,apropos
身份,identity,identify,density,entity
发现,uncover,recover,cover,unmoved
无敌,matchless,coarse,closely guarded,radiance
立即,immediately,take the lead ,not merely,progressively
潜水者,diver,dine,liver,river
惊愕,amazement,amusement,appall,lingering fear
种类,category,telephone network,network,WAN
活力论者,vitalist,spiritual,migratory,misjudge
营养品,nourishment,poison,vitamin,heroin
（等级、社会地位、质量等）差的,inferior,interior,anterior,inferno
完全,thorough,through,though,trough
关心,attention,attrition,retention,attentive
出口,exit,exist,emit,wait
足够,sufficient,efficient,to waste,dynamic equilibrium
家里,domestic,husband or wife,pedant,Taishan 
请愿,petition,edition,position,repetition
巧合,coincident,comply with,hit it off,unrealistic
恶心,sick,tick,vice,sign
养猎鹰者,falconer,phobia,upset,vagrant
先锋,avant-garde,the Eighth Route Army,crusaders,People's Liberation Army
教育性的,instructive,darkness,vestibule,violence
太阳镜,sunglasses,mirror,prism,microscope
海岸,seashore,semaphore,ashore,hidden shoal
义务,obligation,oblation,convenient,portable
被束缚的,bound,whimper,stigma,trawler
不适,discomfort,discomfit,unpeaceful,the disease has attacked the vitals - beyond cure
小水洼,puddle,revenue,wristlet,unlike
明确,crystallize,beyond description,ambiguous,useful
纯净,purified,detailed,trivial,complicated
喂养,feed,weed,fret,send
平或罐装,potted,requital,campfire,bloodbath
种类,sort,fort,shoot,soap
礼仪,etiquette,opening ceremony,fetishism,burial
诊断,diagnose,diagnosis,see a patient,rescue
感觉,sensation,cessation,accepted ,to think
从前,formerly,tonight,at this very moment,since 
雅致,elegant,element,relevant,elegance
庄严,stately,state,shapely,steely
海豚,dolphin,alligator,hippopotamus,whale
赞美,complimentary,against ones will or feelings,lit.: slap the table and shout with praise,withstand
可识别的,discernible,helm,stretcher,persistent
分割,intersected,scrape together,synthesis,triple
使（某人情绪）平静,soothe,smother,swathe,sortie
复杂（性）,complexity,complicity,complexion,two
损害,impair,impact,repair,impale
显赫,eminent,evident,imminent,eminence
接缝,seam,seamy,pram,ham
（肌肉等）不结实的,flabby,cabby,lobby,flashy
构架,framework,framework,system,seniority
命运注定,destine,despise,decline,define
狂乱,frenetic,genetic,frantic,prosperous
无法摆脱,inextricably,embitter,proclivity,result
披甲,armored,pajamas,bathrobe,winter clothes
毛织品的,woolen,wooden,loosen,woolly
结实,firm,dorm,term,fry
立法,legislate,legislator,choose a site for the capital,establish
淤泥,silt,cement,ooze,frozen earth
微型,miniature,undersized,medium,narrow
最外面的,outermost,marquis,dishearten,pew
大规模的,wholesale,wholesome,sideshow,resonant
宽松,loose,ooze,loosen,loop
产卵,deposit,deport,depose,depot
加香味于,flavor,favor,labor,floor
单独,exclusive,exclusion,explosive,inclusive
最小化,minimize,maximize,abnegate,conclusion
素食者,vegetarian,vegetation,autopilot,Ireland
不能撤回,irreversible,gradation,rise,stationery
使过敏,irritate,shipment,sterling,bumpy
使分散,scatter,shatter,batter,scamper
外部,exterior,anterior,interior,ulterior
周围环境,ambience,audience,absence,requirement
代理人,attorney,mouthpiece,editor,assistant director
交易,transaction,volume of trade ,to output,to circulate
助手,assistant,resistant,assistance,applicant
连接,connection,conviction,conception,confection
民间传说,folklore,integer,sanctuary,gently
侦察,scout,gout,cot,trout
城堡,fortress,decrepit house,decorated archway,a building used as a factory
关联,associate,dissociate,chain reaction,having nothing to do 
经济学,economics,economic,economical,economist
放射,radiate,radiator,irradiate,radiant
补充,recruit,recount,widen,addendum
生存,survival,survive,surgical,survivor
莴苣,lettuce,lecture,cucumber,tomato
个别指导,tutorial,submission,guffaw,plantation
电压,voltage,portage,postage,hostage
奇迹,miraculous,unexpected,guarantee,really isn't
逻辑,logic,log,loin,login
生涯,career,canker,caller,caries
不加区别,indiscriminately,quicksand,teem,diabolic
乐队指挥,bandleader,grocery,aquiline,fauna
旋转,rotation,notation,probation,vocation
矩形,rectangular,arch,four-way,circumference
泥瓦匠,mason,mascot,mayor,mass
碧绿色,aquamarine,kilobyte,possible,inflame
使惊异,astound,gracious,sunstroke,firedamp
盒式磁带,cassette,recess,exposition,exhibition
房间,chamber,camber,clamber,climber
沉迷于酒色的,dissipated,fearless,unyielding,absolutely
波动曲线记录仪,kymograph,guerrilla,devolution,lumber
赞美,extol,extra,expel,extort
神秘,mysterious,be unintelligible,ambiguous,intense
动人,engaging,short and small,hateful,to be full of
祝贺,congratulation,celebrate,Happy New Year,cope
果冻,jelly,fell,holly,jolly
制图,chart,what,char,part
有魄力的,enterprising,adopt,janitor,farce
消费者,customer,customary,custom,recipient
表达清晰,articulate,demise,wherever,phenomenon
乡村,rustic,Lisbon,Khartoum,Philadelphia
旅行,voyage,forage,visage,voltage
促进,facilitation,excited,in addition,obstruct
表示,signify,dignify,magnify,dignity
古董,antique,unique,cannon,evil spirit
干旱,drought,rough,draughty,ought
延长,extension,tension,extensive,expansion
依靠的人或物,reliance,reliant,defiance,alliance
无比,unparalleled,many,very,at most
近便,convenient,inconvenient,portable,obligation
戏剧性地,dramatically,symbolize,monarch,nay
探险家,explorer,explore,explode,employer
动态,dynamic,dynamite,dynamo,dynamics
消化不良,indigestion,sacrosanct,calculus,remember
使相互关联,correlate,corrugate,portentous,lag
邮资,postage,postal,wastage,posture
抒情诗,lyric,lyre,lurid,logic
（知识）渊博的,intimate,initiate,estimate,inmate
入侵者,intruder,a wretched-looking tramp who lives by begging or stealing,hacker ,swindler
装饰,ornamental,ornament,brew,counterfeit
光球,photosphere,sponge,defective,hypocrisy
可诱导的,inducible,initiate,repugnant,illicit
（除水之外的）饮料,beverage,leverage,coverage,average
变更,alteration,iteration,to commercialize,to maximize
善于表达,eloquent,eloquence,dizzy,disparity
宗教剧,oratorio,overland,multiply,appetizing
无前途的,unpromising,wink,isthmus,joyless
迷宫,labyrinth,temple,White House,commemorative museum
扩张,expansion,explosion,expulsion,expansive
抗议,protest,protect,protein,potent
灰熊,grizzlybear,wax,occupier,hoot
大陆,continental,the first meridian,Western Hemisphere,lowland
不能挽回,irreparable,watch,demography,wave
山顶,peak,dead,ream,beak
单独,solo,sofa,silo,polo
亲爱,affectionate,to become reconciled,antagonis,absolutely necessary
应付款,dues,bulk,inborn,jibe
受过教育,educated,walnut,lounge,insensate
偷窃,theft,deft,then,their
陈词滥调,platitudinous,soliloquy,reply,irrefutable  argument
宠物,pet,pest,pea,let
相交,intersect,interject,intellect,internet
期满,expire,entire,empire,respire
在水下的,underwater,separation,polling,idyll
南瓜,squash,squall,squat,square
装甲,armor,sweater,an undergarment covering the chest and abdomen,uniform
联合,combine,combing,zombie,compile
预言性的,predictive,homestead,aunt,rooster
菜单,menu,rend,vend,many
穷乡僻壤,hinterland,interior,border area,war zone
章鱼,octopus,eel,flatfish,shark
奋发,strenuously,make no comment,to excite,stun
哺乳动物,mammal,mama,mamma,mammon
支出,expenditure,contribute,pay a tax one has evaded,pay
爱国者,patriot,patriotic,patrol,patron
钱袋,pocketbook,purse,wallet,ice bag
奇异的事物,marvel,marker,mauve,market
跳,skip,skin,sit,ship
有光泽的,shiny,glint,whimper,radiation
肆无忌惮,unscrupulously,to provoke,to forge,blessings
竞争,competition,competition,curse,eloquent
运动员,athlete,athletic,newborn,beginning student
散文,prose,grouse,pose,rose
总数,aggregate,segregate,aggravate,digital
调查,investigate,track down ,detective,to prohibit
环境,circumstance,premise,dreamland,idea
禁止,prohibit,to grant,visa,to print
每年,annual,annul,actual,animal
打扰,disturb,distort,trouble,for a long time
荒凉,barrenness,bustling,separated from one's family,noisy and confused
遗产,heritage,heritable,hesitate,herbage
形式化的,formalized,roost,bespeak,drab
调味品,seasoning,anise,pepper,starch
不宜,unfavorable,inconvenient,to fit well ,no danger of anything going wrong
迷人,fascinating,extensive,touching,large scale
公正,justice,injustice,justify,juice
