#word,meaning,option1,option2,option3
低估,underestimate,reckon,assumption,expect
裤子,pants,banns,pan,pact
招呼,hail,heal,hark,ail
昏昏欲睡,drowsy,browse,dowry,dross
呐喊,outcry,outer,outlay,outcrop
描写,description,suggestion,to show,make known one's position
激发,incite,finite,invite,incise
有根据的,valid,arid,invalid,vapid
无法生殖,infertile,infantile,fertile,outbreak
沉思,contemplate,one's mind is perturbed,deliberation,delusion
手电筒,torch,touch,notch,porch
(药的)剂量,dose,rouse,dome,pose
周(边),perimeter,parameter,size,density
避难所,asylum,slum,phylum,theatrical troupe
洗好的衣服,laundry,launder,foundry,sundry
约束,bind,sink,din,blind
打电报,cable,caller,care,cause
污秽,filth,birth,fifth,fiat
(果实的)核,kernel,kennel,keel,vernal
古典文学,classical,classic,fiction,short story
零工,chore,core,horde,whose
精细,intensive,extensive,intensify,intense
类似,analogous,solemn,as,for instance
雕塑,sculpture,culture,scripture,sculptor
辛苦(痛苦),pains,upon,ball,courageous
报警语句,buzzword,withdraw,eiderdown,starchy
名册,roll,all,rely,call
公司,company,compact,compare,accompany
文章,essay,assay,slay,easy
狂热,craze,crate,maze,chafe
聊天,ramble,warble,gamble,trample
短缺,lack,cluck,buck,slick
平底锅,pan,ten,pear,spa
迄今,hitherto,hither,present,last month
好的,good,geld,god,hod
丛林,jungle,juggle,jingle,bangle
酸的,acid,amid,avid,acrid
使发狂,madden,warden,maiden,sadden
义务,onus,ovum,minus,odds
陶器,Ceramics,memory ,porcelain,converter
可通,pervious,tiny,mark,neck
牵涉,involve,evolve,revolve,devolve
结构,structural,structure,all kinds of,organized group
折缝,crease,crest,cream,erase
迅速,velocity,ferocity,felicity,late at night
排挤,supplant,supplicant,to jeopardize,to count
(尤指机器或系统的)组成部分,component,opponent,competent,tasteful
薄雾,mist,hilt,milk,gist
大炮,cannon,anon,canyon,canny
投标,bid,subscription,bargain,purchase
午睡,nap,top,nope,lap
鄙视,despise,despite,desire,dispose
使正方形,square,equate,spare,quire
(山)脉,range,change,grange,hanger
桉树,eucalyptus,octagonal,groundnut,cane
苗条,slim,slut,swim,skit
守恒,conservation,obey ,to follow,to break the rules
使讨厌,disgust,distrust,disuse,digest
使能够,empower,employer,power,effort
催眠状态,hypnosis,hypnotism,ninety,calumniate
陡峭,sheer,steer,steel,sheen
对手,opponent,component,exponent,next-door neighbor
通风孔,ventilation,pendulum,onset,misdeed
（对人或物）有矛盾看法的,ambivalent,pebble,pitiable,singe
卫生,sanitary,sanity,salutary,sanctuary
不定时发生的,sporadic,overlapping,mix well,omission
愤世嫉俗,cynical,clinical,conical,comical
窜改,tamper,establishment,revision,compile
（山间）小道,defile,desire,device,deface
(使)发展,evolve,revolve,devolve,valve
趋向,trend,then,wend,tend
朝生暮死,ephemeral,butcher,grey,meteoric
勾,tick,tricky,lick,kick
慷慨,liberal,literal,libel,mineral
咖啡馆,cafe,wade,safe,craze
揭发,denounce,announce,renounce,accusation
侵犯,trespass,order subject about,corrode,accessory
占领者,occupant,ethnic Chinese,overseas Chinese,city resident
单调,monotonous,comical,not quite right,neither fish nor fowl
充满,abound,abend,around,absurd
征兆,sign,win,sick,son
边,edge,fudge,sledge,judge
自信,assured,to accept sth. as true,half-believe, half-doubt,confident
流出,effluent,affluent,fluent,discharge
蒸汽汽车,steamer,steer,streamer,teaser
永久,eternal,external,ethereal,vernal
海豹,seal,tea,weal,keel
传单,leaflet,list of items,a vote,order
不对称,asymmetry,delude,auditorium,dye
平均,average,aerate,coverage,leverage
甲状软骨,thyroid,fingernail,patella,joint
失去知觉,unconscious,disorder,electorate,storey
宽敞,ample,dapple,pimple,ankle
票面,face,fat,rave,sale
浏览,scan,can,Oscar,man
（液体等）渗漏,seep,erupt,retch,catchy
相关,relevant,irrelevant,reliant,elegant
联邦,federal,funeral,several,general
真的,authentic,it would be better to,as before,left and right
标准,standard,tankard,more or less open,ready made
攻击,assault,assail,to admit,criticism
内服,internal,interval,intern,infernal
(使)倾斜,tilt,tall,toil,jilt
反射(光、热、声音、影像等),reflect,deflect,reject,prefect
论点,argument,armament,augment,root 
烤肉用的台架,barbecue,whilst,niggardly,assorted
空出,vacation,vocation,location,action
精简,condense,condenser,convene,converse
怀孕,pregnant,poignant,pregnancy,pennant
火花,spark,shark,stark,stank
(使)加速,accelerate,afterlife,squeamish,typical
病毒,virus,circus,viral,cirrus
扩散,permeate,permeable,permute,drop
不可缺少,indispensable,aim,luggage,tuck
多余的事物,redundancy,redundant,such,mamma
使波动,fluctuate,disdain,precious,gospel
衰败,downfall,downhill,depressed,can still be considered
浪费,lavish,slavish,banish,vanish
分配,allocate,advocate,locate,make good
不大可能,unlikely,unlike,untimely,likely
木排,raft,drift,eat,cat
苦境,hell,heal,helm,heir
(英国)警察,constable,unstable,gunner,to judge
大理石,marble,gamble,able,sable
技术(性)的,technical,technician,mechanical,to transplant
在下面的,underlying,outhouse,shimmer,amble
多疑,suspicious,suspicion,auspicious,confidence
即将发生,imminent,eminent,imminence,be separated by 
把…归功于,owe,fowl,poke,dote
考虑到,given,monograph,snow,frostbite
委员会,committee,State Council ,standing committee,Chinese Academy of Science
文雅,gentle,mettle,nettle,kettle
小提箱,suitcase,nutcase,ashtray,bellows
微波,microwave,sparkle,microwave,wave crest
悬吊,suspension,lower,racing current,slump
路标,signpost,coordinate,lighthouse,gold medal
体育场,stadium,tedium,general office of a newspaper,radio  station
朝代,reign,rig,feign,rain
潜在的可能,potential,a helping hand,strength,power
温顺,meek,reek,jerk,peek
野餐,picnic,panic,get or supply meals at a fixed rate,picnic
确保,ensure,insure,injure,assure
难题,puzzle,guzzle,muzzle,nuzzle
根据,basis,bass,basic,oasis
复杂,complication,trivial,purely,antagonis
碰撞,collide,confide,college,collier
管理,administration,operate,run,take over
三倍,triple,temple,triplet,trice
非法翻印,piracy,primacy,racy,privacy
海面,offshore,pavement,water surface,the wrong side
多边,multilateral,academia,world,political and government circles
倾盆大雨,downpour,torrential rain,raindrop,mineral spring
生动,vivid,livid,timid,valid
老资格,seniority,senility,peer,disposition
降低,decrease,decease,increase,decree
抛弃,discard,disband,discord,discern
内聚力,cohesion,pressure,vigor of style in litery composition,gravity
悲惨,miserable,a land swarming with disaster victims,exultation,jumpy
建议,propose,apropos,promise,proposal
动物(昆虫足上位于基节与腿),trochanter,chaos,omelette,stigmatize
田园生活,idyll,idle,idol,dell
同一性质,identity,identify,entity,density
郑重宣告(或声明),vow,now,vat,box
艰苦地劳动,toil,total,tail,oil
透镜,lens,links,lint,lank
种类,category,telephone network,network,WAN
营养(情况),nourishment,luscious,finesse,sextant
(质量等)劣等的,inferior,interior,anterior,inferno
仔细周到,thorough,through,trough,though
渴望,aspire,astir,aside,spire
足够,sufficient,efficient,dynamic equilibrium,superfluous
驯养,domestic,go fishing,to raise,graze
热切赞扬,rave,raven,raze,save
请愿书,petition,partition,repetition,sedition
四季开花,perpetual,perpetuate,idolize,courtly
弄糟,mar,dam,mash,gap
测量,measure,feature,reassure,manure
权宜之计,expedient,experiment,trick,a stab in the back
(向…发表)演讲,lecture,gesture,lecturer,secure
义务,obligation,oblation,workable,convenient
开往…,bound,factorship,suck,optimum
然而,nevertheless,even though,before a verb] handle, deal with,in order to
最后,ultimately,go through,ending,beginning
通情达理,reasonable,seasonable,reasonably,personable
花费,expend,expand,upend,depend
整理,sort,nor,snort,port
礼仪礼节,etiquette,jar,versatile,spinning
判断(问题),diagnose,diagnosis,bogus,salon
口渴,thirst,thirsty,twist,first
图案,design,deign,resign,feign
人行道,pavement,casement,movement,payment
精致,elegant,relevant,element,elegance
版,edition,tuition,audition,addition
适当,duly,ugly,dry,dull
标语,slogan,login,loan,daydream
海豚,dolphin,alligator,whale,viper
现有,forthcoming,to safeguard,left over,to be
安慰,soothe,clothe,loathe,sloth
损害,impair,impart,impale,repair
著名,eminent,evident,imminent,eminence
接缝,seam,swag,slam,scum
（肌肉）松软的,flabby,flatly,cabby,shabby
狭孔,slot,blow,slit,slaty
基本结构,framework,loaf,nib,gladden
预定,destine,destined,destiny,despite
值得称赞,laudable,audible,laughable,Bible
词汇表,glossary,jog,tablecloth,sceptical
经济,economy,ecology,economic,kill two birds with one stone
（有条件地）投降。,capitulate,foremost,equate,betray
事先没有准备的,offhand,offend,not only,day by day
做作,pretentious,to breathe deeply,hold one's breath,to gasp for breath
气质,temperament,lofty and unyielding character,air of arrogance,murderous look
制定法律,legislate,legislator,shave,intact
淤泥、淤沙,silt,heartfelt,pedestrian,eggshell
访问,call,mall,ball,kill
意识到的,aware,wake,wage,awake
谈判,negotiate,negotiable,deliberate,talks
大规模(的),wholesale,wholesome,airspace,freshen
放下,deposit,deport,depose,depositor
异教徒,heretic,hermetic,emetic,hectic
独家新闻,exclusive,elusive,exclusion,explosive
新月形面包,croissant,up,season,pronoun
素食者,vegetarian,vegetation,like,augment
刺痛,irritate,mania,prude,delight
散开,scatter,shatter,matter,starter
外部,exterior,interior,anterior,ulterior
微微颤动,quiver,quiet,quaver,quite
紧张过度,overwrought,across,snappy,day
律师,attorney,auntie,coach,the prosecution 
处理,transaction,to sell,transfer ,retail
轻蔑,contempt,context,content,contest
烤架,grill,grille,trill,grisly
连接,connection,convection,confection,collection
侦察,scout,trout,snout,scoop
转弯,swing,stingy,twine,shin
班船,liner,linen,tinker,linger
合伙,associate,dissociate,exactly,apart
(使)背离,deviate,mediate,deflate,dedicate
怀疑,sceptical,skeptical,firm belief,half-believe, half-doubt
经济学,economics,economize,economic,economical
发射(光、热等),radiate,irradiate,radiant,radiator
保留,retention,detention,detection,pretension
征募新兵,recruit,recount,exemplify,dual
幸存的人(或物),survival,survive,surgical,survivor
撩人,voluptuous,concurrent,hard,borderland
两极,polar,soar,play,poser
日历,calendar,calender,statistical form,Revelations
个别指导,tutorial,publican,loss,art
脂肪状的,fatty,involuntary muscle,sinew,eyelid
电压,voltage,vintage,village,foliage
逻辑(学),logic,login,lyric,logical
『废』希望,esperance,mime,recourse,mimicry
(关系副词)由此,whereby,hereby,thereby,heresy
使惊骇,astound,midmost,accredit,shame
汇款,remittance,hello,to write a letter,to transmit
集团,bloc,block,blow,blue
盒式磁带,cassette,wade,stretcher,leave
房间,chamber,camber,clamber,charter
赞美,extol,extra,expel,enrol
威武,martial,partial,impartial,marginal
奇事,quirk,quire,quit,irk
筛出、滤出,sieve,adjustable,scent,binary
果子冻,jelly,hell,belly,jolly
航(线)图,chart,cart,chatty,chat
时髦,vogue,argue,venue,rogue
蟾蜍,toad,beaver,lizard,viper
特权,prerogative,scepter,jurisdiction,civil liberties
参加,participate,absent,to quit school,deoxidation
清楚说话,articulate,interface,prevalent,couple
学步的小孩子,toddler,bradawl,archetype,triangular
碱,alkali,alkali,weak acid,weak base
表示,signify,magnify,dignify,dignity
旧式,antique,unique,shabby,elegant
额外津贴,bonus,bogus,onus,boss
说明,demonstrative,it can clearly be seen,to be reflected in,to display
不可征服,invincible,invisible,humanism,expansion
旱灾,drought,ought,trough,rough
漂亮,chic,chuck,colic,coin
雇佣,engagement,be on the waiting list ,to fire,to enroll
动力,dynamic,dynamics,dynamism,dynamite
炉渣,slag,worthless stuff,historical relic,rubbish
无,nought,nougat,ought,naughty
互相关联的事物,correlate,corrugate,skyscraper,nun
邮资,postage,portage,passage,postal
历史上著名的,historic,historian,historical,history
私人,intimate,initiate,indicate,intimidate
补充,eke,ego,ode,duke
接近,proximity,proximate,similarity,to exceed
使麻痹,paralyse,moon,stencil,engaged
变脏,soil,oily,spoil,hail
饮料,beverage,leverage,coverage,average
痢疾,dysentery,influenza,feather screen,cross-eye
有说服力,eloquent,eloquence,hygiene,shorten
膨胀,expansion,explosion,expulsion,expansive
抗议,protest,protect,prowess,potent
占有,hold,fold,solid,wold
使缠结,tangle,tingle,angle,mangle
(大学)校园,campus,cactus,famous,rumpus
最高,peak,deck,soak,mean
独奏,solo,holy,sofa,some
品质,quality,equality,qualify,reality
长形纸匣,carton,pardon,carbon,baton
破,break,beak,bray,bread
化装服,disguise,disburse,disuse,disgust
吐出,vomit,void,omit,remit
偷窃,theft,heat,these,deft
民主政体,democratic,democrat,bookstall,stiletto
到期,expire,umpire,empire,expose
镶嵌,beset,trade war,attack,supervise operations
挤扁,squash,squall,square,squad
化合,combine,confine,compile,combing
哺乳动物,mammal,manual,mamma,mammon
被单,sheet,cheer,sleet,seed
经费,expenditure,expenditure,military expenditure,due
美容师,beautician,shop assistant,broker,administrative secretary 
惊奇,marvel,morsel,carve,cartel
起作用,react,reach,tract,roast
不参加(会议等),skip,skimp,skit,ship
女裙服,gown,go,gout,own
比赛,competition,dive,compete for the highest prize,general
运动员,athlete,athletic,wing,senior high school student
集合,aggregate,segregate,aggravate,to shake hands
调查,investigate,investigate,to prohibit,investigate
情况,circumstance,details,history,undercurrent
靠近,on,ton,if,foe
禁止,prohibit,visa,check up ,to allow
年刊,annual,manual,biannual,annul
使不安,disturb,distort,put the incidental before the fundamental,wrongdoing
高潮,climactic,underline,half of sth,limit
无价,inestimable,defeated,low,precious
伤心事,grief,grime,grill,green
遗产,heritage,herbage,hesitate,heritable
被误导的,misguided,trellis,vernacular,hang
赤道,equator,equate,squalor,equation
配置,dispose,disuse,dispense,disposal
迷人,fascinating,touching,small,extensive
第一流的,foremost,forecast,forest,parry
托运,consign,ensign,cousin,consignee
调制,concoct,contort,contact,concord
个别,respectively,if,on one's own,in parallel development, implementation, etc]
拘谨,formality,mortality,morality,unruly
评论,comment,commend,cement,comet
主要,prime,drive,prim,grimy
擦亮,rub,rum,cub,run
发展,nurture,torture,nature,vulture
(,fitting,capacitor,exhume,rote
践踏,trample,example,rumple,crumple
平房,bungalow,lodge,shack,large building
日光,sunshine,sunshade,moonlight,hotline 
匆忙,hasty,hay,pasty,nasty
老练,veteran,incapable,boyish,myopia
墓地,graveyard,the Forest of Steles ,desert,strategic location
恐怖的经历,nightmare,prisoner,keg,cautious
创造物,creation,creative,carnation,recreation
读出,numerate,enumerate,numeral,numerator
监督,oversee,overseer,overawe,overdue
密集,dense,venue,ease,delve
修补匠,tinker,tinkle,liner,bunker
润滑,lubricate,fabricate,lubricant,roll
