#word,meaning,option1,option2,option3
重新点燃,rekindle,chafe,labyrinth,promotion
扩散,permeate,permeable,permute,to take precedence
不可缺乏,indispensable,avalanche,alternator,moribund
摸索,fumble,tumble,humble,jumble
单色,monochrome,green,milky white,white
地方性的,endemic,pandemic,epidemic,monostelic
使人健壮,invigorating,wane,radio,nudge
过剩,redundancy,redundant,oblate,stand like a wall
伯(叔)父的,avuncular,flagon,token,useless
变化,fluctuate,to develop,fickle,vicious circle
舞蹈,choreography,vocal accompaniment in some traditional Chinese operas,to chorus,modified tone
正当理由,warrant,warranty,arrant,variant
颈手枷,pillory,wavy,tier,thickset
休战,armistice,artistic,adjourn,armistice
丰富,lavish,ravish,slavish,lash
配给,allocate,advocate,locate,prepare for war
无知者,ignoramus,mob,idiocy,baby
傲慢,imperious,impervious,impious,impetuous
充气,inflated,to permeate,jump into,introduction 
大理石,marble,marine,sable,parole
谣传,hearsay,hearty,hearse,headway
在下面的,underlying,repeatedly,always,first
亵渎,blasphemy,to be ready to risk one's life ,take a risk,remedy
肉感,luscious,lustrous,old,haircut
啃,gnaw,gnat,grow,haw
怀疑,suspicious,suspicion,auspicious,superstition
即将发生,imminent,eminent,imminence,to depart
防洪堤,levee,channels,embankment,name of a place, Gezhouba Dam on the Changjiang River, in Sichuan
苛刻,scathing,numb,brutal,to confess
报酬,recompense,wages,royalty ,pension
诡辩,sophistry,sophist,dialectical,offer an explanation
悔罪,contrition,regret,take notice of,would rather 
伴随而来,concomitant,ergonomics,trigger,peat
亚麻,flax,feat,flex,flux
享乐主义,hedonism,ethics,selfish departmentalism,separatism
自大狂,megalomania,spellbound,growl,integral
秘密,covert,convert,concert,overt
荒谬,preposterous,shoot with great precision,comprehensive,not to be taken as an example
没收,confiscate,deprive,execute ,to operate on or to be operated on
温和,gentle,gently,gene,gentry
自吹自擂者,blowhard,gunner,agate,valour
取得学位,inception,deception,injection,infection
描述详细,circumstantial,situation,ear,elbow
湿透,soggy,soapy,podgy,foggy
游历(尤指在国外),peregrination,spanner,guttural,diamond
手提箱,suitcase,nutcase,mailbox,thermometer screen
使困惑,fluster,cluster,duster,flatter
抹不掉的,ineffaceable,arbitrate,astride,auto
切,incise,invite,incisive,incite
公平,impartial,imperial,partial,martial
阴沉,surly,curly,surety,usury
无趣,boring,comical,irregular,pitiful
摩天大楼,skyscraper,office,tenement,house
食道,esophagus,sense,gizzard,kidney
未受侵犯,inviolate,violate,invigorate,slosh
(生气等)无缘无故的,unprovoked,obeisance,biplane,slipshod
芬芳,redolent,colorful,fume,mottled
空洞,jejune,quote out of context,tight ,shoot with great precision
统治时期,reign,feign,deign,resign
沉默寡言,taciturnity,heave deep sighs,stun,keep silent
幽闭恐怖症,claustrophobia,emergency,durable,advise
护航,convoy,convey,convoke,condom
继承人,inheritor,ape man,ancestor,pioneer
沉思,pensive,tensile,expensive,pension
温顺,meek,musk,leek,meet
确保,ensure,injure,endure,enquire
睡眠,slumber,plumber,lumber,clamber
黑豹,panther,gather,planter,rather
冲突,collide,collier,college,collate
贪吃,gluttonous,thirst,excrement,yawn
强烈的愿望,craving,atonal,occult,fen
暴雨,downpour,light rain,fountain,waterfall
兴奋,agog,ago,log,jog
精确,precision,provision,decision,revision
扔掉,discard,discord,dastard,disarm
(衣服,unkempt,longhand,the,nutshell
简易而不会误用的,foolproof,complain,stole,sap
无弹性,inelasticity,slip,pathfinder,burst
倾斜,list,rust,west,fist
内聚力,cohesion,gravity,gravity,potential
粘性,viscid,resemblance,magnetism,non-profit
有目的地,purposively,equable,vehicle,alter
痛苦,miserable,concern,lamentable,miserable
提议者,protagonist,maid,candidate,servant
赦免,absolve,absolute,solve,resolve
节制,temperately,captain,law enforcement,allocate
虚假,mendacity,indeed,live ammunition,in  name
家仆,menial,rental,genial,meal
重抄,rescript,specialty,misconduct,anomaly
田园生活,idyll,idol,doll,ideal
流利圆滑,glib,slim,nib,limb
揭开盖子,uncover,unmoved,recover,cover
同胞,compatriot,marriage connections,more or less open,defend
厥嘴,pout,scout,tot,posy
文盲,unlettered,economist,historian,astronomer
(由于意外的事故或通过外科手术)把(身体的一部分)撕脱,avulse,snowflake,doomsday,guise
辛苦,toil,boil,tonic,tool
鱼类学者,ichthyologist,gully,treatment,justice
紧张不安,qualm,quail,balm,quake
可怕,horrific,pitiful,moving,touching
潜水员,diver,drive,die,dire
厌婚症,misogamy,dysentery,gram,dryer
类别,category,network,telephone network,folk
冷嘲性幽默的,wry,buy,bury,day
潜伏期,latency,interim,the Eastern Jin Dynasty,the Tang Dynasty
使懊恼、难堪,discomfit,discomfort,slope,detach
磨刀,hone,hoax,lone,hike
隐居,reclusive,to live in a cave,camp,take shelter
足够,sufficient,efficient,dynamic equilibrium,saving
狂语,rave,brave,rate,rake
缓慢,laggard,gallop,many years,speed is precious in war
极幸福的,blissful,recitation,banjo,graduate
(牛马的)蹄,hoof,aloof,hoe,cook
请愿书,petition,edition,partition,repetition
变化无常,capricious,capacious,gradual change,circle
连续不断,perpetual,perpetuate,a moment ago,always
避开,wince,nice,pinch,singe
勾结,collusion,conclusion,collision,pollution
忧郁,somber,mournful,sorrowful,bemoan the state of the universe and pity the fate of mankind
野兽的巢穴,lair,lag,lake,hair
破坏,mar,bar,rag,darn
权宜之计,expedient,experiment,venomous scheme,acrobatics
沉思,meditation,associate,to move,delusion
不认真考虑,toy,cos,toe,row
闯入者,interloper,indistinct,infuse,lineage
枯萎,flaggy,to lift a ban,result,ripe
(艺术)先锋派,avant-garde,overstep,caprice,block
责任,obligation,oblation,sovereignty,right to vote
不舒服,discomfort,discomfit,chandelier,equity
代神发布神谕的人,oracle,activity,draft,battle
水坑,puddle,seamless,heart,node
无形体的,incorporeal,cadge,lodge,suppose
舷窗,scuttle,shuttle,settle,scuffle
凝血剂,coagulant,harness,thirst,situated
繁茂,lush,just,blush,hush
肉体,somatic,upper part of the body,leaven,lower half of one's body
花费,expend,expand,expel,exceed
礼仪,etiquette,wedding,Catholic church,fetishism
判断,diagnose,diagnosis,identify,to divert funds
不明显的,inapparent,strategic,fish,either
知觉,sensation,cessation,intuition,flavor
初次参加社交活动的少女,debutante,heliport,balloon,poetry
国库,fiscal,visual,dismal,filial
优雅,elegant,elegance,relevant,elephant
猛禽的锐爪,talon,pounce,addendum,quicksand
蓄意,calculated,random,specialized,jolly
使成赤贫,impoverish,angry,cogwheel,inquest
药理学,pharmacology,study of medicine,mathematic,architectural
小过失,peccadillo,rusk,yield,limbo
解开,unfasten,muddled,loose,to break up 
地点,locus,Japanese,Dunhuang,the North Sea
有性欲的,amorous,glamorous,timorous,porous
大方木料,balk,bank,back,wall
斧柄,helve,davit,blah,wizard
使衰弱,enfeeble,feeble,solecism,necktie
水管,conduit,conduct,conceit,consult
抚慰,soothe,sloth,swathe,clothe
复杂性,complexity,complicity,complexion,harmonious
损害,impair,impact,impale,pair
变形,metamorphose,frequency conversion,disperse,speed change
著名,eminent,imminent,eminence,evident
缝,seam,spar,sew,sear
(肌肉)松软的,flabby,cabby,flashy,shabby
吹毛求疵的反对意见,quibble,dribble,bubble,nibble
狭孔,slot,sob,smog,scoot
框架,framework,framework,organizational structure,order
狂乱,frenetic,genetic,frantic,to crowd
分支,ramify,pacify,gratify,family
值得称赞,laudable,audible,laughable,spiritual
放高利贷,usury,luxury,user,usual
字汇表,glossary,share,shriek,sally
和棋局面,stalemate,offensive,path to follow,dominant
无法防守,untenable,marshal,baron,garment
(鲜花)盛开的,full-blown,reap,sandwich,ruminate
复述,restate,write down,to indicate,above-mentioned
疯狂,demented,detente,craze,blockage
(有条件地)投降,capitulate,tantamount,shaver,visual
随便(的),offhand,offend,infatuate,foreshore
国库,exchequer,depot,garage,power plant
损坏,deface,deflate,menace,defame
自抬身价,pretentious,watertight,cramp,exigency
(马拉的)雪橇,sleigh,sledge,weigh,slough
制定法律,legislate,legislator,hardship,perpetuate
淤泥,silt,cinnabar,cement,frozen earth
小画像,miniature,pensive,streamer,disposal
诘问,heckle,cackle,suckle,fickle
漫步,stroll,still,scroll,strong
拳击,sparring,cross country,boxing,finals 
令人憎恶,abominable,abominate,nuisance,oasis
油膏,ointment,intent,ornament,liniment
擦掉,efface,face,effete,deface
被感动的,impressed,spotless,shroud,unreadable
葡萄干,raisin,rising,basin,resin
足病科,podiatry,guard,dazzle,washer
投反对票以阻止,blackball,insult,poison,plot against
异教徒,heretic,hermetic,heroic,emetic
收藏品,collection,confection,collector,collective
疲惫,exhaustion,make no comment,full,to gasp for breath
奇异,unearthly,earthly,unearth,hate to leave a place where one has lived long
(人)孤僻的,exclusive,explosive,excessive,exclusion
习惯,wont,clear-headed,fascinate,not be fond of certain food
把...减至最低数量或程度,minimize,maximize,pitiless,masquerade
解毒药,antidote,antedate,anecdote,oviduct
刺激,irritate,to express,hinder,limit
飞地(被他国领土包围的一块领土),enclave,enslave,conclave,enclose
拳击,pugilism,pugilist,tug-of-war,cross country
(早期)银版照相,daguerreotype,reentry,portend,pragmatism
教条,dogmatic,dogmatize,dramatic,dogmatism
散开,scatter,shatter,scattered,matter
箭筒,quiver,quaver,quite,river
紧张过度,overwrought,sideways,quarantine,inconstant
环境,ambience,audience,absence,dreamland
连枷(打谷工具),flail,lair,flair,hail
切肉刀,cleaver,flat,ulterior,freehand
律师,attorney,the prosecution ,jury,judge
办理,transaction,govern,take care of everything concerning a job,autonomy
轻视,contempt,contest,context,concept
烤架,grill,grit,drill,trill
严重伤害,grievous,moan,arrears,needy
环境,entourage,encourage,dreamland,premise
民间传说,folklore,exactly,dapper,misty
旋转,swing,thing,sling,swipe
应得到的事物或赏罚,deserts,desert,deserve,dessert
感情的一阵发作,spasm,sparse,sham,spate
伪造,spurious,serious,spacious,studious
凶猛,feral,still,necessarily,flat
堡垒,fortress,knowledge base,nuclear arsenal,storage
合伙人,associate,dissociate,together,partisan
诱骗,enticement,to hoodwink,to baffle,indulge
博学,erudite,not  attend to one's proper duties,poor,weather-beaten
越轨,deviate,devise,deflate,device
使作呕,nauseate,nausea,laureate,jungle
推理,reasoning,composition,statistics,brief
怀疑,sceptical,skeptical,in favor,firm belief
发光,radiate,radiator,graduate,eradicate
保留,retention,detention,pretension,reception
新兵,recruit,recount,civilian clothes,navy
沉溺于酒色的,voluptuous,basketball,grandiose,laudable
把角色表演得过火,overact,overt,overcast,overawe
推测,surmise,survive,surprise,sunrise
沸腾,seethe,settle,teethe,soothe
舵,helm,helium,teem,halt
要求不高,undemanding,incapable,dismiss,service
使胆怯,daunt,mount,paint,shunt
严厉惩罚,chastise,chaste,chassis,coastwise
(宗教的)净礼,ablution,including,to lie in,to guarantee
长方形的,rectangular,ups and downs,circumference,oblate
线条,streak,tweak,stream,steak
自恋,narcissism,love and hate,patriotism,to enjoy
泥瓦匠,mason,reason,moon,mayor
骗局,hoax,loan,hone,hat
诈取,flay,may,lay,flog
使加速,expedite,obstruct,scope,heartening
使震惊,astound,cycle,deserts,terrible
汇款,remittance,send a letter,to transmit,to send by mail
炽热,fervid,heat,airtight,cool and refreshing
绳索,cord,sling,rein,push button
机智,tact,taunt,tract,tack
腐臭,putrid,outbid,lurid,fume
浪费,dissipated,save,extract,waste
赞美,extol,expel,excel,extra
怪癖,quirk,quick,quire,quiz
风俗习惯,mores,more,mope,mode
百页窗,blinds,reptile,temple,persecute
筛出,sieve,clarion,redden,mosque
被弄得灰心丧气的,truncated,baboon,exactitude,propose
神秘,mysterious,in the dark,fantastic,to realize
使高兴,gratify,gasify,ratify,gratis
椭圆(形),ellipse,eclipse,elapse,ellipsis
迷人,engaging,terrible,disgusting,moving
郊外,environs,abroad,outdoor,foreign
性行为放纵者,libertine,maths,pour,tickle
描述,limn,treatise,to pledge,make a descriptive record 
训诫,reprimand,beam,to hit,to warn
杂种动物,mongrel,mild,goodbye,idle
(陶器等)碎片,shard,immoderate,cannibal,preclude
流行,vogue,vague,rogue,tongue
特权,prerogative,possession,sovereignty,monarchial power
证券,securities,coin,IOU,counterfeit currency
委屈,grievance,grumble,respect,venerable
清晰,pellucid,darkness,remote,remote
接合,articulate,get in touch with,fashionable,hereditary
碱,alkali,salt,weak base,base
乡村,rustic,Monrovia,Frankfurt,Riyadh
织锦,brocade,brigade,blockade,broad
食品室,pantry,gantry,wintry,paltry
嫩芽,shoot,hoot,foot,swoon
有重要性,signify,magnify,dignify,dignity
剧痛,throes,thresh,throat,throw
证明性的,demonstrative,dolt,mainland,emergency
可追踪的,traceable,brigand,mark,weak
不可征服,invincible,invisible,blindfold,highway
辱骂,revile,revise,device,revere
干旱,drought,fraught,trough,ought
解释,construe,conserve,construct,to input
信赖,reliance,reliable,alliance,defiance
巨著,opus,onus,pus,oust
不新鲜的,rancid,go bad,to develop,cease to be faithful
有活力的,dynamic,dynamo,dynamics,dynamism
炉渣,slag,minerals,slack,mineral resources
弃绝,abjure,injure,absurd,azure
使相互关联,correlate,corrugate,elector,burrow
抒情,lyric,lurid,cleric,logic
暗示,intimate,initiate,estimate,indicate
表示赞许,approbatory,enigmatic,hairpin,decrepit
脾气坏的,spleenish,without,soliloquy,hornet
迥然不同,disparate,resemblance,contend against,almost similar
似是而非,specious,spacious,precious,species
接近,proximity,proximate,resemblance,for instance
紫罗兰,violet,violin,violent,inlet
大骂,obloquy,oblique,colloquy,accept responsibility 
(个性等)给人好感的,prepossessing,unprovoked,safety,hairy
弄脏,soil,foil,cool,veil
(成功带来的)得意,exaltation,excitation,evaluation,mixed feelings of grief and joy
尘世,worldly,workday,lordly,woolly
证明书,testimonial,declaration form,list of items,ballot
演说动人,eloquent,eloquence,bush,travel
清唱剧(没有舞台行动、道具的戏剧),oratorio,meadow,mendacious,hammer
衣架,hanger,dagger,hamper,hanker
赞美诗,psalm,calm,salt,palm
巫术,sorcery,sorter,surgery,soccer
谎言,falsehood,gossip,absurd statement,bad language
迷宫,labyrinth,White House,memorial hall,presidential palace
浅薄,superficiality,conversant with things past and present - erudite and informed,ignorance,grand talents mature slowly
抗议,protest,priest,protect,process
紧迫,pressing,never mind,secondary,urgent
(船)货舱,hold,bold,hulk,god
(教堂)尖顶,spire,shine,sir,quire
纷乱,tangle,wangle,handle,tinge
缺乏能力,incapacity,capacity,loophole,pail
险恶,sinister,minister,sister,canister
大口水罐,ewer,peer,jewel,ewe
磨光,furbish,rubbish,furnish,burnish
脸,visage,silage,voyage,mirage
疾行,scud,stud,skid,scum
女预言家,sibyl,gelatine,spread,ungainly
格言,gnomic,complement,model,rules and regulations
无法修复,irreparable,music,bout,prudence
