you	pron.你;你这个
poppy	n.罂粟;罂粟花
laughter	n.笑;笑意
horizon	n.地平;范围
grove	n.果树林;树丛
frequency	n.次数;频繁
drip	n.滴水声;滴下v.溢出;充溢
differ	v.相异;争论
delta	adj.第四位的;四等的n.三角形物;三角洲
copper	n.铜;铜币
carrier	n.搬运人;承保单位
belief	n.相信;信念
bat	n.短棍;球棒;蝙蝠v.行进;眨
base	adj.基础的;卑劣的n.基;基础v.驻扎;作...的基础
wrap	n.毯子;外衣v.包;覆盖
willing	adj.愿意的
waltz	n.华尔兹舞v.强拉;运输
swell	adj.极好的;时髦的n.膨胀;凸出v.隆起;膨胀
slate	n.板岩;石板v.提;预定
sentinel	n.标记;步哨v.警戒;在...放哨
scrape	n.刮;擦伤v.擦伤;刮
rehearse	v.排练;叙述
prophecy	n.预示;预言
pi	n.π;混乱
organic	adj.器官的;有机的
match	n.火柴;火绳v.结婚;相称
ledge	n.暗礁;壁架
insult	n.攻击;损伤v.损害;攻击
immortal	adj.不死的;不朽的n.神;神仙
heavily	adv.大量地;严重地
hateful	adj.讨厌的
handle	n.把柄;柄v.操作;触
fear	n.害怕;可能性v.害怕;恐怕
doorway	n.出入口;门路
decoration	n.勋章;装饰
buyer	n.采购员;购买者
bedroom	n.卧铺单间;卧室
admiral	n.海军上将;舰队司令
wrestle	n.摔跤v.斗争;深思
velvet	adj.丝绒的n.丝绒
tutor	n.辅导教师;助教v.训导;训诫
scratch	adj.侥幸的n.微伤;抓v.抓;搔
request	n.需要;要求v.要求
privilege	n.特权;特权授予
mart	n.集市;买卖v.经营
madman	n.疯人;狂人
idiotic	adj.白痴的
hotel	n.饭店;公馆
grape	n.葡萄;葡萄色
flexible	adj.柔韧的;柔顺的
enlighten	v.启发;照耀
dairy	n.牛奶公司;乳品间
corrupt	adj.堕落的v.讹用;腐蚀
brunch	n.早午餐
bridesmaid	n.女傧相
bark	n.树皮;吠声v.吠;咳嗽
architect	n.建筑师;设计师v.设计
applause	n.称赞;鼓掌
alongside	adv.在旁边prep.在...旁边
wretched	adj.不幸的;极坏的
tango	n.探戈舞;探戈舞曲v.跳探戈舞
sufficient	adj.自负的;足够的
soak	n.浸泡;湿透v.浸泡;渗透
smooth	adj.光溜的;磨平的v.弄平;铺平
restraint	n.控制;抑制
plead	v.承认;恳求
panda	n.大猫熊;小猫熊
organize	v.组织;组织工会
moral	adj.道德的;有道德的n.典型
loan	n.贷款;暂借v.错出;贷款
loaf	n.面包;肉糕v.闲混;游荡
list	n.表;布条v.列举;听
jumpy	adj.跳跃的
ignorant	adj.不知道的;无知的
germ	n.微生物;芽孢
generosity	n.慷慨;胸怀宽阔
flash	n.闪光;闪亮v.闪;飞驰
convent	n.女隐修会;女隐修院
clumsy	adj.不得体的;笨拙
chocolate	n.巧克力;巧克力糖
captive	adj.被俘虏的;俘虏的n.俘虏;着迷的人
babe	n.宝贝儿;婴儿
vanity	n.空虚;虚荣
trial	adj.审讯的;试验的n.麻烦;试
skate	n.冰鞋;溜冰v.滑冰
shampoo	n.按摩;洗发剂v.洗...的头
republican	adj.共和党的;共和国的n.拥护共和政体者;共和党人
represent	v.代表;使有代表
preview	n.预观;预演v.预观;预演
poisonous	adj.恶毒的;可厌的;有毒的
perjury	n.背信弃义;伪证
parental	adj.父亲的;父本的
mind	n.头脑;智力v.记住;照料
maestro	n.名师;音乐大师
linen	adj.亚麻制的n.内衣裤;亚麻布
learn	v.发现;学
knot	n.花结;结v.使紧缩;打结
interview	n.采访;接见;口试v.接见;面谈
inmate	n.被收容者;居住人
ingredient	n.要素;组成部分
humour	n.心情;幽默v.迁就
gypsy	n.吉卜赛人;吉卜赛语
grind	n.磨;磨擦声v.磨;磨快
greasy	adj.滑溜的;油污的
frost	n.冰冻;霜v.结霜于;结霜
estimate	n.估计;看法v.估计
elementary	adj.基本的;基础的
drastic	adj.激烈的;严厉的
dolly	n.手推车;娃娃v.移动摄影车
database	n.数据库
crow	n.乌鸦;乌鸦座v.欢呼;啼叫
cartoon	n.动画片;漫画v.给...绘草图;画漫画
brag	n.夸耀之词;自夸者v.夸说;自夸
bind	n.括线v.捆绑;束
axe	n.斧;战斧v.解雇;用斧砍断
asset	n.所有物;资产
apparent	adj.表面上的;显然的
worthwhile	adj.值得的
whoop	n.高喊;呐喊v.高喊;鸣叫
volcano	n.火山;喷火
vanquish	v.征服
town	n.城市;镇
survivor	n.存者;幸存者
spotlight	n.聚光灯v.聚光照明
smoke	n.抽烟;烟v.抽;熏制
shop	n.购物;商店;营业v.选购;浏览
sentence	n.句子;命题v.使遭受;宣判
river	n.河;巨流
reveal	v.揭示;启示
reduce	v.减轻;减少
ram	n.白羊座;公羊v.冲;夯
provoke	v.激起;诱导
pin	n.饰针;销子v.按住;别住
peak	n.顶点;尖顶v.使竖起;消瘦
password	n.进入手段;口令
over	adv.报文完;下prep.高于;在...的上方
mop	n.拭子;拖把v.使用拖把;作怪相
jab	n.刺;刺拳v.刺;猛击
imply	v.暗指;缠绕
impatient	adj.切望的;无耐性的
hover	n.翱翔;徘徊v.使悬停;翱翔
endure	v.忍受;容忍
dot	n.点;嫁妆v.打点于;打点
dim	adj.暗淡的;差的n.昏暗;减光v.使暗淡;使减光
debt	n.欠款;义务
culture	n.耕作;教养v.耕作;培养adj.文化的
crawl	n.爬;爬泳v.责备;爬
contain	v.包含;可包含
condemn	v.判刑;谴责
chain	n.枷锁;链v.束缚
breath	n.呼吸;气息
booty	n.掠夺物;战利品
arctic	adj.北极的;极冷的n.北极
ambrosia	n.仙果;珍馐美味
add	v.添加;做加法
warm	adj.感到热的;温暖的v.取暖;同情
wand	n.棒;魔杖
soak	n.浸泡;湿透v.浸泡;渗透
profound	adj.深沉的;深邃的n.海;深邃
people	n.人;人民v.居住于;使充满
mock	adj.假的;模拟的adv.假装地n.嘲笑;嘲笑对象v.嘲笑;模仿
merit	n.长处;功德v.应得;值得
load	n.负荷;思想负担v.装;装货
link	n.环;环节v.串连;挽住
investor	n.投资者
interview	n.采访;接见;口试v.接见;面谈
hustle	n.忙碌;推v.催促;难
forensic	adj.辩论的;法庭的n.辩论练习;辩论学
food	n.食物;养料
duct	n.导管;管v.用管道输送
drawer	n.抽屉;制图员
democrat	n.有民主精神者
conquer	v.攻取;破除
clarify	v.澄清;净化
chore	n.家庭杂务
charter	n.特权;特许状v.包;订约租
butcher	n.肉商;屠夫v.残杀;屠宰
brick	n.砖;砖块状物v.用砖砌;用砖围住
blush	n.红色;脸红v.脸红;羞愧
wreck	n.残骸;沉船v.破坏;损害
wit	n.风趣;智力v.知道
waffle	n.蛋奶烘饼;胡扯v.含糊其辞;胡扯
unfaithful	adj.不如实的;不忠实的
tribute	n.贡;贡税;赞辞
teller	n.出纳员;计票人
rope	n.粗绳;绞索v.用绳捆;成绳状
respond	v.应答;作答
resident	adj.居住的;住校的n.居民;住客
reel	n.卷轴;筒管v.放出;卷;摇晃
rave	n.胡言乱语;围杆v.呼啸;说胡话
priest	n.祭司;司铎
postcard	n.明信片
overseas	adj.海外的adv.在海外
onion	n.洋葱;洋葱头
newly	adv.新近;重新
morphine	n.吗啡
lotion	n.洗液;濯身
limitation	n.局限;限度
lecture	n.讲稿;训斥v.给...讲课;训斥
lad	n.家伙;男孩
kidney	n.个性;肾
judgement	n.判断;判决
jog	n.暗示;慢跑v.触动;轻摇
jingle	n.丁当声;广告短诗v.发出了丁当声
jet	n.喷嘴;煤玉v.喷出;喷射
itch	n.疥疮;痒v.发痒;渴望
install	v.安顿;安装
infant	adj.婴儿的;幼稚的n.初学者;婴儿
indefinite	adj.不明确的;不确定的
hazard	n.机会;危险v.冒险作出;使冒危险
grenade	n.格林纳达;榴弹;手格林
glamorous	adj.富于刺激的
fireman	n.爆破工;司炉工
faculty	n.官能;系
engineer	n.工程师;机工v.设计
discretion	n.谨慎;决定
delusion	n.错觉;欺骗
crate	n.板条箱;一箱的量v.用板条箱装
competent	adj.有能力的;有效的
breaker	n.破碎者;碎浪
attempt	n.攻击;企图v.企图;引诱
asylum	n.避难;避难所
apply	v.涂;应用
wedge	n.楔形;楔子v.挤入;楔入
warrior	n.勇士;战士
wager	n.打赌;赌注v.押;打赌
unfit	adj.不合适的;不健康的
treatment	n.处理;对待
torment	n.痛苦;刑具v.纠缠;歪曲
spinal	adj.棘的;脊的n.脊髓麻醉
scenery	n.风景;舞台布景
republic	n.共和国;团体
repair	n.修理;前往v.恢复;去
rabble	n.下等人;一大堆v.聚众袭击
perk	v.昂起;昂首
owl	n.猫头鹰
override	v.不顾;撤销
mail	n.邮件;邮政v.邮寄;寄出
lime	n.石灰;椴
lettuce	n.莴苣;生菜
intimidate	v.恫吓
instructor	n.大学讲师;教员
guard	n.警戒;警卫员v.保守;看守
grieve	v.伤害;使伤心
gorilla	n.暴徒;大猩猩
globe	n.地球;天体v.使成球状;呈球状
extensive	adj.广泛的;广阔的;大量的
exercise	n.履行;运动v.履行;训练
down	prep.往...的下端;沿
doorbell	n.门铃
device	n.手段;装置
dam	n.坝;老娘v.阻止
cultural	adj.耕作的;文化的
credit	n.信任;信誉v.把...归于;信任
commerce	n.交往;商业v.交往
chemical	adj.化学的n.化学品
cafe	n.咖啡;咖啡馆
authentic	adj.可靠的;真的
alter	v.改变;阉割
vegetarian	adj.吃素的;蔬菜的n.食草动物;素食者
tune	n.曲调v.调音;合调
tourist	n.旅游者
telegram	n.电报
suitable	adj.合适的;类似的
stalk	n.柄;茎v.在...蔓延;蔓延
spring	n.弹性;反弹;春天v.惊起;跳
specimen	n.样本
spar	n.翼梁;圆材v.用栓闩紧;争论
satisfy	v.符合;满足
request	n.需要;要求v.要求
publisher	n.出版者;业主
pharmacy	n.配药业;药房
pen	n.笔;圈v.起草;写
obstacle	n.栅栏;障碍
grandchild	n.孙子
genuine	adj.真诚的;真诚
flush	adj.充裕的;紧接的adv.齐平地;直接地n.冲洗;急流v.发红;涌
fluid	adj.流体的;易变的n.流体
dove	n.鸽;圣灵
ditch	n.沟;海v.开沟;逃学
criticism	n.批评;评论
cramp	n.绞痛;痉挛v.把...关住;痉挛
contribute	v.捐;投
connect	v.联系;连接
bunk	n.床铺;垫木v.合住;睡觉
bomb	n.炸弹v.大胜;轰炸
billion	n.十亿;大量
bankrupt	adj.破产的n.破产者v.使枯竭;使破产
wrist	n.腕;腕部
winner	n.获胜者
ultimatum	n.最后结论;最后通牒
thirst	n.渴;渴望v.感到口渴;渴望
sucker	n.吮吸者;吸血鬼;吸盘v.欺骗
spell	n.符咒;魔力v.拼作;拼字
sniff	n.气息;吸气v.觉察出;嗅
shake	n.握手;摇动v.撒;摇
scope	n.范围;眼界
retrieve	n.救出险球v.检索;使恢复
pump	n.泵;抽运v.用泵抽吸;操作泵
predict	v.预言;作预言
pigeon	n.鸽子
neurotic	adj.神经机能病的
monitor	n.班长;告诫者v.监测;监控
microphone	n.扩音器
mechanical	adj.机械制的;有机器的
limp	adj.软的;软面的n.跛行v.格律不顺
hatchet	n.短柄小斧;轻便斧
fill	n.充分;装填物v.挤满;装满
feed	n.饲料;喂食v.维持;喂
doubt	n.迟疑;怀疑v.怀疑;迟疑
dedication	n.奉献;献身
cellular	adj.多孔的;细胞的
carbon	n.复写纸;碳
butterfly	n.蝶泳;蝴蝶
bumper	n.满杯;反弹球adj.丰富的
visible	adj.明显的;现有的
ventilator	n.呼吸器;通风设备
unpack	v.卸下负荷
unload	v.摆脱;倾诉
universal	adj.全体的;宇宙的n.共相;谓项
target	n.靶;目标v.规定...的指标
suggest	v.建议;意思是
strawberry	n.草莓;林石草
spook	n.鬼;间谍v.代写;吓唬
sap	n.液;元气v.削弱;挖坑道
reassure	v.给...再保险;向...再保证
prey	n.捕食;牺牲品v.捕食
persuasive	adj.劝说的
pancake	n.薄煎饼;湿粉饼v.使平展;平伸
old	adj....岁的;老的
mix	n.混合;混合物v.拌成;和入
matrimony	n.婚礼;觅对
marine	adj.海的;海军的n.海景画;所有船舶
mail	n.邮件;邮政v.邮寄;寄出
magnet	n.磁体
lighthouse	n.灯塔
liability	n.倾向;责任
headline	n.标题;栏外标题v.给...加标题
gangster	n.大麻烟;歹徒
factor	n.系数;因素v.代理经营;做代理商
explosive	adj.暴躁的;爆炸的n.爆发音;炸药
dispatch	n.急件;派遣v.派遣;赶紧
detail	n.细部;细节v.列举;详述
curly	adj.波纹的;卷曲的
condolence	n.吊唁
comrade	n.伙伴;同人
bulb	n.电灯泡;球茎
await	v.等候;侍候
assault	n.攻击;强奸v.攻击;困扰
ambush	n.伏击者;埋伏v.伏击;打埋伏
aircraft	n.飞机
adolescent	adj.青春期的;青少年的n.青少年
adjust	v.调节;解决
abort	n.中途失败v.败育;流产;堕胎
yank	n.突然的猛拉v.猛拉;猛地一拉
whit	n.一点点
verse	n.韵文;诗;节v.使熟练
vague	adj.含糊的
undermine	v.暗中破坏;在...下挖
trim	adj.苗条的;整齐的n.调整;情形v.剪;调整
swamp	n.沼泽v.淹没;下沉
sunlight	n.日光
stitch	n.缝法;一针v.缝;联接
sphere	n.球;星;领域
slipper	n.浅口便鞋
slash	n.鞭打;砍;叉口v.鞭打;砍
sincere	adj.不搀假的;诚实的
sigh	n.叹气v.悲叹;渴望
setback	n.挫折;逆流
secondly	adv.第二
retail	adv.以零售方式n.零售;零售商v.零售;详述
prospect	n.景象;可能性v.勘探;有希望
precaution	n.预防;预防措施
pearl	adj.小颗粒的;珍珠的n.珍珠;珠状物v.采珍珠;成珠状
park	n.公园;狩猎区v.停放;停放车辆
melt	n.融化;脾v.融化;溶解
material	adj.身体上的;物质的n.布;材料
mar	n.污点v.毁坏
liaison	n.联络;联系
lair	n.兽窝;泥沼v.进入;陷入泥沼
hot	adj.辣的;热的
hook	n.钩;陷阱v.钓;钩
headline	n.标题;栏外标题v.给...加标题
hag	n.女巫;沼地
grape	n.葡萄;葡萄色
fury	n.狂暴;狂怒
felicity	n.快乐;恰当
fang	n.尖牙;牙齿
earring	n.耳环
draw	n.被拉的量;拉v.拔出;拉
dictate	n.命令v.口授;口授
dependent	adj.隶属的;依靠的
cope	n.顶点v.应付;对付
cola	n.可乐;可乐果树colon的复数
cocktail	adj.鸡尾酒会的n.合成物;鸡尾酒
bump	n.肿块;重击v.猛击;碰
blackout	n.灯火管制;断电
backfire	n.逆火;迎火v.发生逆火;发生意外
apron	n.回车场;围裙
adjust	v.调节;解决
vouch	n.保证v.担保;引证
vitamin	n.维生素
vista	n.界域;狭长通道;远景
vintage	adj.上等的;全盛时期的n.酒
urn	n.壶;瓮
uncertain	adj.不确定的;无常的
tourist	n.旅游者
tattoo	n.纹身;归营号v.刺
surround	v.包围;围住
stern	adj.坚定的;臀的n.船尾;臀
sponsor	n.保人;倡议者v.倡议;发起
slimy	adj.污秽的;黏泥的
single	adj.单程的;单人的n.单曲唱片;一个v.选出
reign	n.统治;主宰v.盛行;为王
publish	v.出版;发表
planet	n.地球;行星
pickle	n.盐卤;麦粒v.酸洗;葬送
peculiar	adj.奇怪的;特殊的
parasite	n.寄生虫;寄生生物
listener	n.收听者;听者
knock	n.一击;指责v.敲;敲
grain	n.谷;谷粒
fearless	adj.不怕的
exit	n.出口;出去v.离开;出去
disconnect	v.使不连接;分离
design	n.设计;图案v.决意;谋划
crook	adj.不老实的;有病的n.曲柄杖;弯曲v.篡改;弯曲
crook	adj.不老实的;有病的n.曲柄杖;弯曲v.篡改;弯曲
convenient	adj.近处的;省力的
content	adj.高兴的;满意的n.内容;满意v.使满意
colon	n.结肠;冒号
barber	n.理发师v.剪短;饶舌
wink	n.闪烁;瞬间v.眨;眨掉
warp	n.变形;偏见v.使变形;歪曲
steer	n.错误指点;阉公牛v.为...操舵;指导
stag	adj.限于男子的adv.无异性陪伴地n.成年牡鹿;幼马v.告发;截短
stability	n.稳定;稳固
repeatedly	adv.一再
radius	n.半径;周围
pitch	n.投;投球v.投;支搭
pair	n.一双;一条v.成对;配合
painter	n.画家;油漆匠
notebook	n.笔记薄
morning	n.初期;破晓
moody	adj.郁郁寡欢的
mash	n.糊状物;迷恋v.压碎;挑逗
invent	v.发明;捏造
indulge	v.纵容;沉溺
festive	adj.欢乐的;节日的
feather	n.禽类;羽v.长羽毛;呈羽状
eyebrow	n.窗头线;眉
expand	v.扩大;张开
enjoy	v.经历;享有
dictionary	n.词典;术语大全
dialogue	n.对话v.对话
dealer	n.发牌者;商人
critic	adj.批评的n.批评家;校勘家
cowboy	n.放牛娃;牧牛工
consult	v.查阅;考虑
canal	n.沟渠;管
belt	n.带;腰带v.飞驶;猛击
banana	n.香蕉;香蕉味
audition	n.面试;听;试唱v.试演
ape	n.猴;模仿者v.模仿
adventure	n.冒险;生意v.拿...冒险;冒险
withdraw	v.抽回;取消
wishful	adj.渴望的
violin	n.小提琴;小提琴手
vehicle	n.传播媒介;交通工具
vanish	v.使不见;变为零
unbearable	adj.难以忍受的
tonic	adj.紧张的;主音的n.补药;主音
tackle	n.索具;用具v.对付;抓获
suffice	v.使满足;足够
suction	n.吸;吸力
sport	n.玩笑;游戏;运动v.夸示;浪费
slay	v.杀;消灭
rock	n.大石;矿石v.轻摇使;轻摆
rate	n.比率;费率v.呵责;骂走
polo	n.马球
oval	adj.椭圆形的n.椭圆形
noisy	adj.嘈杂的
nauseous	adj.使人厌恶的
mild	adj.味淡的;温和的n.淡味啤酒
midst	n.中部prep.在...之中
map	n.地图;图v.勘测;被安置
liable	adj.会...的;有...危险的
individual	adj.独特的;个别的n.个人;人
hunt	n.打猎;猎区v.追猎;摆动
hen	n.雌禽;雌性
frequent	adj.经常的v.常到;交往
fisherman	n.渔船;渔民
elephant	n.特大品种;象
dislike	n.不和;不喜爱v.不喜爱;使不高兴
diploma	n.公文;执照
decorate	v.粉刷;装饰
carve	v.雕刻;切开
career	n.成功;全速;职业;专业v.使奔驰;奔驰adj.职业的
bond	n.镣铐;约束v.为...作保;黏合
bash	n.尝试;猛击v.猛击;当妓女
white	adj.白色的;无血色的n.白色;纯洁
tradition	n.传统;口传;惯例
surgeon	n.军医;外科医师
snoop	n.窥探行为;窥探者v.窥探
salvation	n.救助;救助者
remorse	n.怜惜;痛悔
pie	n.财富;派;馅饼
outsider	n.局外人
northwest	adj.在西北的adv.向西北n.西北;西北部
nausea	n.恶心;晕船
napkin	n.餐巾;尿布
mule	n.笨蛋;骡
mourn	v.低声哀鸣;感到悲痛
melt	n.融化;脾v.融化;溶解
mechanism	n.机构;机械装置
mash	n.糊状物;迷恋v.压碎;挑逗
maiden	adj.少女的;首次的n.处女;少女
inherit	v.继承;接过
greatness	n.巨大
edge	n.边;刀口v.加边于;使锋利
drift	n.漂流;漂流物v.穿;漂流
cubicle	n.小房间;小卧室
college	n.大学;职业学校
choose	v.情愿;欲;挑选
checkup	n.体检
candidate	n.候选人;投考者
buffet	n.打击;抖振;自助餐v.打;打击
bandage	n.绷带;带子v.用绷带扎缚
automobile	n.汽车v.乘汽车
athletic	adj.健壮的;体育的
alarm	n.惊恐;警报v.打扰;使惊恐
absorb	v.把...并入;吸收
absent	adj.不在场的;缺乏的v.使缺席
vitamin	n.维生素
viper	n.蝰蛇
spear	v.刺;用矛刺
slit	n.狭长的口子v.切掉;切开
scheme	n.计划;系统v.计划;密谋
roar	n.大笑声;吼声v.吼叫;喧哗
relative	adj.比较的;相对的n.关系代词;亲戚
quarry	adj.方形的n.采石场;方形石v.努力发掘
prosecutor	n.从事者;原告
prognosis	n.预测;预后
probe	n.探索;探针v.探索
potential	adj.潜在的;势的n.潜力;潜在性
pitiful	adj.可鄙的;可怜的
persistent	adj.持续的
perception	n.感知;认识
percentage	n.百分比;所占比例
pea	adj.豌豆似的n.豌豆;豌豆荚
meter	n.计;邮资机v.用计计量;用表计量
limbo	n.监狱;林波舞
liar	n.说谎的人
karate	n.空手道
hump	n.驼背;驼峰v.溜放;隆起
holler	n.号子;叫喊v.喊出;叫喊
hazel	adj.榛木的;榛树的n.榛木;榛树
haw	n.山楂;树篱v.发呃声;向左转
gauge	n.标准量度;测量仪器v.估计;量
function	n.功能;官能v.工作;行使职责
fiasco	n.完全失败;长颈瓶
dense	adj.稠密的;极度的
crimson	adj.深红色的;血淋淋的n.深红v.变绯红色;成熟
continent	n.洲;大陆
command	n.命令;指挥v.俯临;命令
colorful	adj.富于色彩的
clam	n.蛤;抓斗v.挖蛤
cider	n.果汁;苹果汁
brochure	n.论文;小册子
behaviour	n.态度;行为
bargain	n.交易;协定v.用...交换;讲价
awe	n.敬畏;恐惧v.使敬畏
artistic	adj.艺术的;艺术家的
arena	n.场地;角斗场
wiggle	n.扭动;扭动状线v.使扭动;扭动
weigh	v.称出;有分量
villain	n.恶棍;坏蛋
vein	n.翅脉;静脉v.使有脉络
vanquish	v.征服
stain	n.染色;色斑v.沾污;玷污
snack	n.快餐;一份;零食v.吃快餐;尖刻地说
smear	n.涂片;污迹v.诽谤;弄脏
secondary	adj.次的;第二的
